allies,allies,allies,allies,allies,allies,allies,allies,axis,axis,axis,axis,axis,axis,axis,axis,old_metrics,old_metrics,old_metrics,old_metrics,old_metrics,old_metrics,old_metrics,old_metrics,old_metrics,old_metrics,old_metrics,old_metrics,old_metrics,old_metrics,old_metrics,old_metrics,old_metrics,old_metrics,old_metrics,old_metrics,old_metrics,old_metrics,old_metrics,old_metrics,old_metrics,old_metrics,old_metrics,old_metrics,old_metrics,old_metrics
478741.0,650878.0,0.0,4341.0,2769.0,15728.0,0.0,0.0,0.0,0.0,0.0,1500.0,744.0,5762.0,0.0,0.0,72.0,Soviet Union,Germany   Italy   Romania   Hungary   Croatia,"1,129,619 men 478,741 killed or missing 650,878 wounded or sick [14] 
 2,769 aircraft 4,341 tanks (~150 by Romanians) (25-30% were total write-offs. [15] ) 15,728 guns 
See  casualties section .","647,300–768,374   Germany 300,000+ [8] [9] [10]   Italy 114,000 [11] –114,520 [12]   Romania 109,000 [11] –158,854 [12]   Hungary 105,000 [11] –143,000 [12] Hiwi  19,300–52,000 [13] 
 900 aircraft destroyed 1,500 tanks destroyed (100 Romanian) 6,000 guns destroyed 744 aircraft; 1,666 tanks; 5,762 guns captured 
See  casualties section .",,Adolf Hitler   Friedrich Paulus     Walter Heitz     Erich von Manstein   W.F. von Richthofen   Italo Gariboldi   Petre Dumitrescu   C. Constantinescu   Gusztáv Jány,Joseph Stalin   Georgy Zhukov   Nikolay Voronov   A.M. Vasilevsky   Andrey Yeryomenko   K.K. Rokossovsky   Nikolai Vatutin   Vasily Chuikov,,"23 August 1942 – 2 February 1943[Note 1](5 months, 1 week and 3 days)","Stalingrad, Russian SFSR, Soviet Union48°42′N 44°31′E﻿ / ﻿48.700°N 44.517°E﻿ / 48.700; 44.517Coordinates: 48°42′N 44°31′E﻿ / ﻿48.700°N 44.517°E﻿ / 48.700; 44.517","Soviet victory[1]

Destruction of the German 6th Army",,"Initial : 270,000 personnel 3,000 artillery pieces 500 tanks 600 aircraft, 1,600 by mid-September ( Luftflotte 4 ) [Note 5] [2] 
 At the time of the Soviet counter-offensive : c. 1,040,000 men [3] [4] 400,000+ Germans 220,000 Italians 200,000 Hungarians 143,296 Romanians 40,000  Hiwi 10,250 artillery pieces 500 tanks (140 Romanian) 732 (402 operational) aircraft [5] : 225 [6] : 87","Initial : 187,000 personnel 2,200 artillery pieces 400 tanks 300 aircraft [2] : 72 
 At the time of the Soviet counteroffensive : 1,143,000 men [7] 13,451 artillery pieces 894 tanks [7] 1,115 [5] : 224  aircraft","Expulsion of the Axis from the Caucasus, reversing their gains from the 1942 Summer Campaign",100.0,Battle of Stalingrad,Case Blue,[2],https://en.wikipedia.org/wiki/Battle_of_Stalingrad,,,,,,48.7,44.517,1942-08-01,1943-02-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,Soviet Union,Germany   Italy   Romania   Hungary,Unknown,Unknown,,Joseph Stalin   Semyon Timoshenko       Konstantin Rokossovsky   Aleksandr Vasilevsky   Nikolai Vatutin,Adolf Hitler   Friedrich Paulus   Petre Dumitrescu,,19–23 November 1942,Near Stalingrad (now Volgograd)48°42′N 44°31′E﻿ / ﻿48.700°N 44.517°E﻿ / 48.700; 44.517Coordinates: 48°42′N 44°31′E﻿ / ﻿48.700°N 44.517°E﻿ / 48.700; 44.517,Decisive Soviet victory Encirclement of Axis forces,,"1,143,500 personnel (including reserve) [1]    894 tanks [1]  13,451 artillery pieces [1]    1,500 aircraft [2] 
 
and 30,000+ Cossack Cavalry forces.","German : 250,000+ personnel  (6th Army and 4th Panzer Army) unknown number of artillery pieces  732 aircraft (402 serviceable) Italian : 220,000 personnel unknown number of artillery pieces or aircraft [3] Romanian : 143,296 personnel  827 artillery pieces  134 tanks  unknown number of aircraft [3] Hungarian :   200,000 personnel unknown number of artillery pieces or tanks [4] 
 
 Total : 1,040,000 men",,100.0,Operation Uranus,Eastern Front,November 1942,https://en.wikipedia.org/wiki/Operation_Uranus,,,,,,48.7,44.517,1942-11-01,1942-11-01
100000.0,235000.0,0.0,1600.0,0.0,0.0,0.0,0.0,40000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,Soviet Union,Germany,"Isayev : 70,373 irrecoverable 145,301 sanitary [2] Glantz : 100,000 killed  235,000 wounded 1,600 tanks [3]","Grossmann : 40,000 casualties [4]",,Georgy Zhukov   Ivan Konev   Maksim Purkayev,Walter Model     Günther von Kluge,,25 November – 20 December 1942,"Rzhev and Velikie Luki salients, Russian SFSR",German victory Soviet operational failure,,"702,923 personnel, 1,718 tanks [1]","3 combined corps (with 13 infantry divisions and 2 paratrooper divisions) 2 panzer corps (5 panzer divisions, 3 motorized divisions) 1,615 tanks [1] Total forces:  ~ 350,000 troops.",,100.0,Operation Mars,Eastern Front,November – December 1942,https://en.wikipedia.org/wiki/Operation_Mars,,,,,,,,1942-11-01,1942-12-01
0.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0,12000.0,0.0,0.0,84.0,300.0,106.0,0.0,0.0,76.0,Soviet Union,Germany   Romania [1]   Italy [2],Unknown KIA Unknown MIA Unknown WIA up to 190 tanks,"Soviet claims for 12,000 KIA, 5,000 POW, unknown WIA, 84 tanks, 106 guns, 300 aircraft destroyed",,Hermann Balck,Vasily Badanov,,"December 16–28, 1942","Tatsinskaya, Soviet Union",Soviet strategic victory,,,,,100.0,Tatsinskaya Raid,Operation Little Saturn,,https://en.wikipedia.org/wiki/Tatsinskaya_Raid,,,,,,,,1942-12-01,1942-12-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,Soviet Union,Italy   Hungary,Unknown,Unknown,,Giulio Martinat   †   Luigi Reverberi,Fyodor Kuznetsov   Dmitri Lelyushenko,,"January 13–26, 1943 (including prelude)","Nikolayevka, Belgorod Oblast, Russian SFSR, Soviet Union",Axis breakout,,"8–9,000 [ citation needed ]","6,000 infantry (plus  Soviet partisans ) [ citation needed ]",,100.0,Battle of Nikolayevka,Operation Little Saturn,,https://en.wikipedia.org/wiki/Battle_of_Nikolayevka,,,,,,,,1943-01-01,1943-01-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3700.0,10874.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,Soviet Union,Germany   Romania   Italy,Unknown,"From 11 to 31 December 1942 : 15,751 casualties (3,700 killed, 10,874 wounded and 1,086 missing) [5]",,Andrey Yeryomenko   Rodion Malinovsky   Aleksandr Vasilevsky,Erich von Manstein   Hermann Hoth   Karl-Adolf Hollidt   Petre Dumitrescu   Italo Gariboldi,,12–23 December 1942,Southwest of Stalingrad,"Soviet victory

Axis failure to rescue 6th Army in Stalingrad pocket",,"150,000 personnel 630 tanks 1,500 artillery guns [1] [2]","est. 50,000 [3]  personnel 250 tanks [4]",,100.0,Operation Winter Storm,Eastern Front,December 1942,https://en.wikipedia.org/wiki/Operation_Winter_Storm,,,,,,,,1942-12-01,1942-12-01
31674.0,72348.0,0.0,0.0,0.0,0.0,0.0,0.0,60000.0,0.0,4500.0,0.0,0.0,0.0,0.0,0.0,80.0,Soviet Union,Germany,"104,022 31,674 killed or missing 72,348 wounded [4]","Soviet estimate: ~60.000 killed, missing or wounded, 4.500 captured [3]",,Kurt von der Chevallerie,Maksim Purkayev,,19 November 1942 – 16 January 1943,"Velikiye Luki, Russian SFSR, Soviet Union",Soviet victory,,"LIX Korps  – ~50,000 (on 19 Nov) Reinforcement forces:  ~50,000 [1]","3rd Shock Army  – 95,608 (on 19 Nov) Reinforcement forces:  86,700 [2]",,100.0,Battle for Velikiye Luki (1943),Eastern Front,,https://en.wikipedia.org/wiki/Battle_for_Velikiye_Luki_(1943),,,,,,,,1942-11-01,1943-01-01
20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3645.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,Soviet Union,Germany,"More than 20,000 killed, wounded and missing","250th: 3,645 killed and wounded 300 missing Other units: uncertain",,Georg Lindemann Emilio Esteban Infantes,Vladimir Sviridov,,"February 10–13, 1943","Krasny Bor, near present-day Saint Petersburg, Russia",Axis victory,,"Initial: 
 
 250th: 5,900 infantry 
 4th SS: uncertain 
 Reinforcements: 
 
 uncertain","Initial: 33,000 infantry 30 tanks 1,000 Artillery pieces and Mortars
 
 Total:  38,000 infantry  90 tanks",,100.0,Battle of Krasny Bor,Operation Polyarnaya Zvezda,,https://en.wikipedia.org/wiki/Battle_of_Krasny_Bor,,,,,,,,1943-02-01,1943-02-01
33000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52000.0,0.0,71000.0,0.0,0.0,0.0,0.0,0.0,83.0,Soviet Union,Hungary   Italy,"33,000 killed or wounded","52,000 killed 71,000 captured",,Gusztáv Jány   Italo Gariboldi,Filipp Golikov,,13 January 1943[1] – 27 January 1943,"Ostrogozhsk, Rossosh",Soviet victory,,"260,000",unknown,,100.0,Ostrogozhsk-Rossosh Operation,Eastern Front,,https://en.wikipedia.org/wiki/Ostrogozhsk-Rossosh_Operation,,,,,,,,1943-01-01,1943-01-01
13876.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91000.0,0.0,0.0,143.0,0.0,765.0,0.0,0.0,84.0,Soviet Union,Germany   Hungary,"13,876 KIA. [2]","91,000 KIA/WIA/MIA  143 tanks, 765 artillery pieces, 2,300 trucks [1]",,Maximilian von Weichs   Hans von Salmuth   Gusztáv Jány,Aleksandr Vasilevsky   Filipp Golikov   Max Reyter,,24 January – 17 February 1943,"Voronezh, Kastornoye, Soviet Union",Soviet victory,,"327,900 men, 960 tanks","987,000 men, 2,100 tanks",,100.0,Battle of Voronezh (1943),Eastern Front,,https://en.wikipedia.org/wiki/Battle_of_Voronezh_(1943),,,,,,,,1943-01-01,1943-02-01
45219.0,41250.0,0.0,0.0,0.0,0.0,0.0,0.0,4500.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,Soviet Union,Germany,"45,219 killed or missing 41,250 wounded [1] Total : 86,469 casualties","4,500 killed or missing [3] 7,000 wounded [3] Total : 11,500 casualties",,Filipp Golikov   Nikolay Vatutin K. Rokossovsky   Vasily Koptsov   †,Erich von Manstein Paul Hausser Hermann Hoth   E. von Mackensen   Theodor Eicke   †,,19 February  – 15 March 1943,"Kharkov, Ukrainian SSR, Soviet Union49°58′0″N 36°19′0″E﻿ / ﻿49.96667°N 36.31667°E﻿ / 49.96667; 36.31667Coordinates: 49°58′0″N 36°19′0″E﻿ / ﻿49.96667°N 36.31667°E﻿ / 49.96667; 36.31667",German victory,,"Soviet attack : 560,000 Defence of Kharkov : 346,000 [1]","German counterattack : 70,000 Kharkov offensive : 70,000   [2]",,100.0,Third Battle of Kharkov,Eastern Front,,https://en.wikipedia.org/wiki/Third_Battle_of_Kharkov,,,,,,49.96667,36.31667,1943-02-01,1943-03-01
5500.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,842.0,0.0,0.0,80.0,5.0,0.0,0.0,0.0,86.0,Soviet Union,Germany,"Soviet (on 12 July): [j] 
 
 300–400 tanks and self-propelled guns destroyed or damaged 
 5,500 men killed, wounded and missing","German (on 12 July): [j] 
 
 43–80 tanks and assault guns destroyed or damaged 
 842 men killed, wounded and missing 
 6 aircraft destroyed 
 5 aircraft damaged",,"Hermann Hoth 
 Paul Hausser 
 
 Otto Deßloch","Nikolai Vatutin 
 Pavel Rotmistrov 
 Alexei Zhadov 
 
 Stepan Krasovsky 
 Vladimir Sudets",,12 July 1943[a],"Prokhorovka, Russian SFSR, Soviet Union51°2′11″N 36°44′11″E﻿ / ﻿51.03639°N 36.73639°E﻿ / 51.03639; 36.73639Coordinates: 51°2′11″N 36°44′11″E﻿ / ﻿51.03639°N 36.73639°E﻿ / 51.03639; 36.73639","Both sides failed to achieve their objectives:[1][2]

German tactical victory[3][4][5][6]
Soviet operational victory[7][8][9]",,"German: 
 
 294 tanks and  assault guns [i]","Soviet: 
 
 616 tanks and  self-propelled guns [i]",,100.0,Battle of Prokhorovka,Battle of Kursk,,https://en.wikipedia.org/wiki/Battle_of_Prokhorovka,,,,,,51.03639,36.73639,1943-07-01,1943-07-01
112529.0,317361.0,0.0,2586.0,1014.0,892.0,0.0,0.0,14215.0,60939.0,0.0,0.0,218.0,0.0,0.0,0.0,87.0,Soviet Union,Germany,"429,890 men [7] [8] 
 
 112,529 dead or missing 
 317,361 wounded or sick 
2,586 tanks destroyed [9] 892 guns lost [9] 1,014 aircraft destroyed [9]","86,454 men [4] 
 
 14,215 killed 
 11,300 missing 
 60,939 wounded 
unknown tanks [N 1] unknown guns  218 aircraft [6]",,Walter Model   Lothar Rendulic   Robert Ritter von Greim,Konstantin Rokossovsky   Hovhannes Bagramyan,,12 July – 18 August 1943(1 month and 6 days),"Orel, Russian SFSR",Soviet victory,,"300,700 men  [1]  625 tanks and  assault guns [1]  610 aircraft [1]  5,500 guns [1]","1,286,000 men [2]  2,409 tanks and  assault guns [2]    2,220 [3] –3,023 [2]  aircraft 26,379 guns [2]",,100.0,Operation Kutuzov,Battle of Kursk,,https://en.wikipedia.org/wiki/Operation_Kutuzov,,,,,,,,1943-07-01,1943-08-01
3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,Soviet Union   Poland,Germany,c. 3000,c. 1500,,Gottfried Fröhlich,Vasiliy Nikolayevich Gordov   Zygmunt Berling,,"October 12–13, 1943","Lenino, Byelorussian SSR, Soviet Union",Soviet-Polish offensive failureLimited territorial gains for the Soviet-Polish forces,,"Army Group Centre 
 
 German 4th Army",33rd Soviet Army Polish 1st Tadeusz Kościuszko Infantry Division,,100.0,Battle of Lenino,Battle of Smolensk (1943),,https://en.wikipedia.org/wiki/Battle_of_Lenino,,,,,,,,1943-10-01,1943-10-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,Soviet Union,Nazi Germany,,,Unknown,Erich von Manstein,Nikolai Vatutin     Ivan Konev,,3 August 1943 – 23 August 1943,Belgorod,Soviet victory,,,,,100.0,Battle of Belgorod,Fourth Battle of Kharkov,,https://en.wikipedia.org/wiki/Battle_of_Belgorod,,,,,,,,1943-08-01,1943-08-01
28141.0,89901.0,0.0,271.0,125.0,0.0,0.0,0.0,2628.0,13083.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,Soviet Union   Czechoslovakia,Germany,"118,042 men [1] 
 
 28,141 killed, missing or captured 
 89,901 wounded or sick 
 271 tanks (3–13 November)
 
125 aircraft (3–13 November)","16,992 men [2] 
 
 2,628 killed 
 13,083 wounded 
 1,281 missing",,Nikolai Vatutin,Hermann Hoth   Erhard Raus,,3 November 1943 – 13 November 1943(Offensive operation) 13 November 1943 – 22 December 1943(Defensive operation),"Kiev, Soviet Union",Soviet victory,,"730,000 men [1] 7,000 guns and mortars 675 tanks and assault guns 700 combat aircraft",Unknown,,100.0,Battle of Kiev (1943),Battle of the Dnieper,,https://en.wikipedia.org/wiki/Battle_of_Kiev_(1943),,,,,,,,1943-11-01,1943-12-01
24286.0,55902.0,0.0,728.0,0.0,0.0,0.0,0.0,30000.0,0.0,18000.0,156.0,50.0,0.0,0.0,0.0,98.0,Soviet Union,Germany,"80,188
 
 24,286 killed or missing 55,902 wounded and sick [13] [14]    728 tanks [15]","Frieser, Zetterling and Frankson : 30,000 killed, missing and wounded [8] 156 tanks [9] 50 aircraft [10] Erickson, Glantz and House : 73,000
 
 55,000 killed and wounded 18,000 prisoners [11] [12]",,Erich von Manstein Otto Wöhler   Hermann Breith Wilhelm Stemmermann   †,Georgy Zhukov   Nikolai Vatutin   Ivan Konev,,24 January 1944 – 16 February 1944,"Cherkasy / Korsun, USSR",Soviet victory and successful encirclement.[1][2],,"60,000 men in pocket  59  tanks  in pocket 242 artillery pieces in pocket [3] 80,000 men (reinforcement) III Panzer Corps (201 tanks) (reinforcement) [4] XLVII Panzer Corps (58 tanks) (reinforcement) [5]","336,700 men [6]  524 tanks (initially) 400 tanks (reinforcement) 1,054 aircraft 5,300 artillery pieces and mortars [7]",,100.0,Korsun Pocket,Dnieper–Carpathian Offensive,,https://en.wikipedia.org/wiki/Battle_of_the_Korsun%E2%80%93Cherkassy_Pocket,,,,,,,,1944-01-01,1944-02-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,Soviet Union,Germany   Romania,"121,204 overall [1] [2]","45,000 Germans killed  25,000 Germans captured 130,000 total German casualties excluding Romanians",,Ivan Konev,Erich von Manstein,,5 March – 17 April 1944,175 km sector of the front between Uman and Kirovograd in western Ukraine,Decisive Soviet victory,,"2nd Ukrainian Front 691,000 men 670 tanks and assault guns 8,890 artillery pieces","German 8th Army 400,000 men 450 tanks and assault guns 3,500 artillery pieces",,100.0,Uman-Botoshany Offensive,Dnieper–Carpathian Offensive,,https://en.wikipedia.org/wiki/Uman%E2%80%93Boto%C8%99ani_Offensive,,,,,,,,1944-03-01,1944-04-01
0.0,0.0,0.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,14549.0,0.0,0.0,0.0,0.0,0.0,100.0,Soviet Union,Germany,318 tanks and assault guns [4],"14,549 captured [1] 
 45,000 overall [2] , excluding the 4th Panzer Army
 
678 operational and non-operational tanks/assault guns captured [3]",,Erich von Manstein ( Army Group South )   Hans-Valentin Hube ( 1st Panzer Army ),Georgi Zhukov   Nikolai Vatutin ( 1st Ukrainian Front )   Ivan Koniev ( 2nd Ukrainian Front ),,25 March – 8 April 1944,"Kamianets-Podilskyi / Tarnopol, USSR",Strategic Soviet victory,,"220,000 men 43 tanks 50 assault guns",Unknown,,100.0,Kamenets-Podolsky pocket,Dnieper–Carpathian Offensive,,https://en.wikipedia.org/wiki/Kamenets-Podolsky_pocket,,,,,,,,1944-03-01,1944-04-01
76686.0,237267.0,0.0,0.0,0.0,0.0,0.0,0.0,24739.0,46912.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,Soviet Union,Germany,"76,686 dead and missing,  237,267 wounded [4] Total:  313,953 casualties [4]","24,739 dead and missing [3] 46,912 wounded [3]   Total:  71,651 casualties (per German military medical reports) [3]",,Georg von Küchler (Until February 1)   Walter Model (From February 1),Kirill Meretskov   Leonid Govorov,,"January 14 – March 1, 1944","Southern Leningrad region, Novgorod, Pskov[1] and Narva",Soviet victorySiege of Leningrad lifted,,"500,000 men 2,389 artillery pieces 146 tanks 140 aircraft [2]","822,000 men 4,600 artillery pieces 550 tanks 653 aircraft [2]",Recapture of the region by Soviet forces,100.0,Leningrad–Novgorod Offensive,Eastern Front,,https://en.wikipedia.org/wiki/Leningrad%E2%80%93Novgorod_Offensive,,,,,,,,1944-01-01,1944-03-01
24286.0,55902.0,0.0,728.0,0.0,0.0,0.0,0.0,30000.0,0.0,18000.0,156.0,50.0,0.0,0.0,0.0,103.0,Soviet Union,Germany,"80,188
 
 24,286 killed or missing 55,902 wounded and sick [13] [14]    728 tanks [15]","Frieser, Zetterling and Frankson : 30,000 killed, missing and wounded [8] 156 tanks [9] 50 aircraft [10] Erickson, Glantz and House : 73,000
 
 55,000 killed and wounded 18,000 prisoners [11] [12]",,Erich von Manstein Otto Wöhler   Hermann Breith Wilhelm Stemmermann   †,Georgy Zhukov   Nikolai Vatutin   Ivan Konev,,24 January 1944 – 16 February 1944,"Cherkasy / Korsun, USSR",Soviet victory and successful encirclement.[1][2],,"60,000 men in pocket  59  tanks  in pocket 242 artillery pieces in pocket [3] 80,000 men (reinforcement) III Panzer Corps (201 tanks) (reinforcement) [4] XLVII Panzer Corps (58 tanks) (reinforcement) [5]","336,700 men [6]  524 tanks (initially) 400 tanks (reinforcement) 1,054 aircraft 5,300 artillery pieces and mortars [7]",,100.0,Korsun-Cherkassy Pocket,Eastern Front,,https://en.wikipedia.org/wiki/Korsun-Cherkassy_Pocket,,,,,,,,1944-01-01,1944-02-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,Soviet Union,Germany,,,"21,000 all causes 85 artillery [2]",Georg von Küchler,Leonid Govorov,,14–30 January 1944,"Leningrad Oblast, Soviet Union",Soviet victory,,One army 110 armoured vehicles,Three armies 681 armoured vehicles  1200 artillery [1],,100.0,Krasnoye Selo–Ropsha Offensive,Battle of Narva (1944),,https://en.wikipedia.org/wiki/Krasnoye_Selo%E2%80%93Ropsha_Offensive,,,,,,,,1944-01-01,1944-01-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,Soviet Union,Germany,,,,Georg Lindemann,Leonid A. Govorov,,1 February—1 March 1944,"Leningrad region, Soviet Union; Narva, Estonia",Soviet victory,,"One army: 100,000 personnel 1500 artillery 100 armoured vehicles 400 aircraft [1]",Two armies and the  Baltic Fleet,,100.0,Kingisepp–Gdov Offensive,Battle of Narva (1944),,https://en.wikipedia.org/wiki/Kingisepp%E2%80%93Gdov_Offensive,,,,,,,,1944-02-01,1944-03-01
0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,200.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,Soviet Union,"Germany 
 
 Estonian conscripts",3000 all causes 17 fighters 29 tanks [3],200 dead 600 wounded [3],,Felix Steiner,Filip Starikov,,"July 20–25, 1944","Auvere, EstoniaCoordinates: 59°21′02″N 27°55′50″E﻿ / ﻿59.35056°N 27.93056°E﻿ / 59.35056; 27.93056",German defensive victory,,"17,100 personnel [1] [2] 4–6 batteries  49 dive bombers [2]","46,385 personnel [1] [2] 30–50 batteries 546 bombers [2]",,100.0,Battle of Auvere,Battle for Narva Bridgehead,,https://en.wikipedia.org/wiki/Battle_of_Auvere,,,,,,59.35056,27.93056,1944-07-01,1944-07-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,Soviet Union,Germany,unknown,unknown,,Johannes Frießner,Leonid A. Govorov,,15 - 28 February 1944,"Narva, Estonia",German defensive victory,,"123,541 [1] 100 armoured vehicles 1,500 artillery pieces 400 aircraft [2]","200,000 [3]",,100.0,Narva Offensive (15–28 February 1944),Battle of Narva (1944),,https://en.wikipedia.org/wiki/Narva_Offensive_(15%E2%80%9328_February_1944),,,,,,,,1944-02-01,1944-02-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,,Soviet Union,thousands [2] [4],Many more than the Germans [2],,Johannes Frießner,Leonid A. Govorov,,1–4 March 1944,"Narva, Estonia",German defensive victory,,"123,541 [1]","200,000 [2] 100 armoured vehicles [3] 2,500 artillery pieces 800 aircraft [1]",,100.0,Narva Offensive (1–4 March 1944),Battle of Narva (1944),,https://en.wikipedia.org/wiki/Narva_Offensive_(1%E2%80%934_March_1944),,,,,,,,1944-03-01,1944-03-01
170000.0,135000.0,0.0,164.0,0.0,0.0,0.0,0.0,10000.0,7500.0,0.0,6.0,0.0,0.0,0.0,0.0,110.0,Soviet Union,Germany,"Contemporary estimate : 35,000 killed or missing (German claim) 135,000 wounded or sick [8] 157–164 tanks [7] Total : 170,000","Contemporary estimate : 2,500 killed or missing (German claim) 7,500 wounded or sick [8] 6 tanks [7] Total : 10,000",,Felix Steiner,Leonid Govorov,,25 July-10 August 1944,"Sinimäed Hills, Estonia59°22′32″N 27°51′17″E﻿ / ﻿59.37556°N 27.85472°E﻿ / 59.37556; 27.85472Coordinates: 59°22′32″N 27°51′17″E﻿ / ﻿59.37556°N 27.85472°E﻿ / 59.37556; 27.85472",Tactical German victory,,"22,250 [1] 7 tanks [2] [3] 70–80 assault guns [3] 49 aircraft [4] [5]","136,830 troops [6] 150 armoured vehicles [7] 1,680 assault guns [7] 546 aircraft [4] [5]",,100.0,Battle of Tannenberg Line,Narva Offensive (July 1944),,https://en.wikipedia.org/wiki/Battle_of_Tannenberg_Line,,,,,,59.37556,27.85472,1944-07-01,1944-08-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,Soviet Union,Germany   Romania,,,"6,985 killed or missing [1] 
 20,412 sick or wounded [1] 
 Total : 27,397 [1]","Ivan Petrov 
   Lev Vladimirsky",Erwin Jaenecke   Corneliu Teodorini,,November 1943,"Kerch Peninsula, Soviet Union",Axis Defensive VictoryStrategic Soviet Victory,,,,,100.0,Kerch-Eltigen Operation,Crimean Offensive (1944),,https://en.wikipedia.org/wiki/Kerch-Eltigen_Operation,,,,,"150,000 men [1]",,,1943-11-01,1943-11-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,Soviet Union,Germany,,,,Georg-Hans Reinhardt ( Third Panzer Army ) Paul Laux  ( Sixteenth Army ),Hovhannes Bagramyan ( 1st Baltic Front ),,"July 5, 1944 – August 29, 1944","Belorussian SSR, Lithuania, and Latvia56°N 24°E﻿ / ﻿56°N 24°E﻿ / 56; 24Coordinates: 56°N 24°E﻿ / ﻿56°N 24°E﻿ / 56; 24",Soviet victory,,,,,100.0,Shyaulyay Offensive,Eastern Front,,https://en.wikipedia.org/wiki/Shyaulyay_Offensive,,,,,,56.0,24.0,1944-07-01,1944-08-01
128.0,0.0,149.0,0.0,5.0,1.0,0.0,0.0,23.0,68.0,0.0,0.0,0.0,2.0,0.0,0.0,116.0,Soviet Union,Finland   Nazi Germany,7 patrol boats sunk [Notes 1] 5 aircraft shot down 128 killed 149 captured 200 drowned 1 gunboat damaged 1 minesweeper damaged 11 patrol boats damaged [1],23 killed 68 wounded 2 gunboats damaged 2 minesweepers damaged [1] [2],,Unknown,Unknown,,8–10 July 1942,Sommers in Gulf of Finland60°12′25″N 27°38′35″E﻿ / ﻿60.207°N 27.643°E﻿ / 60.207; 27.643Coordinates: 60°12′25″N 27°38′35″E﻿ / ﻿60.207°N 27.643°E﻿ / 60.207; 27.643,Finnish victory,,,,,100.0,Battle of Someri,Eastern Front,,https://en.wikipedia.org/wiki/Battle_of_Someri,,,,,unknown,60.207,27.643,1942-07-01,1942-07-01
