Belligerents.allies,Belligerents.axis,Belligerents.third party,Casualties and losses.allies,Casualties and losses.axis,Casualties and losses.third party,Casualties and losses.total,Commanders and leaders.allies,Commanders and leaders.axis,Commanders and leaders.third party,Date,Location,Result,Strength.allies,Strength.axis,Strength.third party,Strength.total,Territorial,level,name,parent,time,url
Soviet Union,Germany   Romania   Italy,,Unknown,"From 11 to 31 December 1942 : 15,751 casualties (3,700 killed, 10,874 wounded and 1,086 missing) [5]",,,Andrey Yeryomenko   Rodion Malinovsky   Aleksandr Vasilevsky,Erich von Manstein   Hermann Hoth   Karl-Adolf Hollidt   Petre Dumitrescu   Italo Gariboldi,,12–23 December 1942,Southwest of Stalingrad,"Soviet victory

Axis failure to rescue 6th Army in Stalingrad pocket","150,000 personnel 630 tanks 1,500 artillery guns [1] [2]","est. 50,000 [3]  personnel 250 tanks [4]",,,,100,Operation Winter Storm,Eastern Front,December 1942,https://en.wikipedia.org/wiki/Operation_Winter_Storm
Germany,Soviet Union,,"Soviet estimate: ~60.000 killed, missing or wounded, 4.500 captured [3]","104,022 31,674 killed or missing 72,348 wounded [4]",,,Kurt von der Chevallerie,Maksim Purkayev,,19 November 1942 – 16 January 1943,"Velikiye Luki, Russian SFSR, Soviet Union",Soviet victory,"LIX Korps  – ~50,000 (on 19 Nov) Reinforcement forces:  ~50,000 [1]","3rd Shock Army  – 95,608 (on 19 Nov) Reinforcement forces:  86,700 [2]",,,,100,Battle for Velikiye Luki (1943),Eastern Front,,https://en.wikipedia.org/wiki/Battle_for_Velikiye_Luki_(1943)
Germany,Soviet Union,,"250th: 3,645 killed and wounded 300 missing Other units: uncertain","More than 20,000 killed, wounded and missing",,,Georg Lindemann Emilio Esteban Infantes,Vladimir Sviridov,,"February 10–13, 1943","Krasny Bor, near present-day Saint Petersburg, Russia",Axis victory,"Initial: 
 
 250th: 5,900 infantry 
 4th SS: uncertain 
 Reinforcements: 
 
 uncertain","Initial: 33,000 infantry 30 tanks 1,000 Artillery pieces and Mortars
 
 Total:  38,000 infantry  90 tanks",,,,100,Battle of Krasny Bor,Operation Polyarnaya Zvezda,,https://en.wikipedia.org/wiki/Battle_of_Krasny_Bor
Germany,Soviet Union,,,,,,Georg von Küchler,Georgy Zhukov,,"February 10–April 1, 1943","Southern shore of Lake Ladoga , near present-day Saint Petersburg and near Demyansk, Russia",Soviet operational failure,,,,,,1,Operation Polyarnaya Zvezda,Eastern Front,Battle of Krasny Bor,https://en.wikipedia.org/wiki/Operation_Polyarnaya_Zvezda
Hungary   Italy,Soviet Union,,"52,000 killed 71,000 captured","33,000 killed or wounded",,,Gusztáv Jány   Italo Gariboldi,Filipp Golikov,,13 January 1943[1] – 27 January 1943,"Ostrogozhsk, Rossosh",Soviet victory,"260,000",unknown,,,,100,Ostrogozhsk-Rossosh Operation,Eastern Front,,https://en.wikipedia.org/wiki/Ostrogozhsk-Rossosh_Operation
Germany   Hungary,Soviet Union,,"91,000 KIA/WIA/MIA  143 tanks, 765 artillery pieces, 2,300 trucks [1]","13,876 KIA. [2]",,,Maximilian von Weichs   Hans von Salmuth   Gusztáv Jány,Aleksandr Vasilevsky   Filipp Golikov   Max Reyter,,24 January – 17 February 1943,"Voronezh, Kastornoye, Soviet Union",Soviet victory,"327,900 men, 960 tanks","987,000 men, 2,100 tanks",,,,100,Battle of Voronezh (1943),Eastern Front,,https://en.wikipedia.org/wiki/Battle_of_Voronezh_(1943)
Soviet Union,Germany,,"45,219 killed or missing 41,250 wounded [1] Total : 86,469 casualties","4,500 killed or missing [3] 7,000 wounded [3] Total : 11,500 casualties",,,Filipp Golikov   Nikolay Vatutin K. Rokossovsky   Vasily Koptsov   †,Erich von Manstein Paul Hausser Hermann Hoth   E. von Mackensen   Theodor Eicke   †,,19 February  – 15 March 1943,"Kharkov, Ukrainian SSR, Soviet Union49°58′0″N 36°19′0″E﻿ / ﻿49.96667°N 36.31667°E﻿ / 49.96667; 36.31667Coordinates: 49°58′0″N 36°19′0″E﻿ / ﻿49.96667°N 36.31667°E﻿ / 49.96667; 36.31667",German victory,"Soviet attack : 560,000 Defence of Kharkov : 346,000 [1]","German counterattack : 70,000 Kharkov offensive : 70,000   [2]",,,,100,Third Battle of Kharkov,Eastern Front,,https://en.wikipedia.org/wiki/Third_Battle_of_Kharkov
Germany,Soviet Union,,"German (on 12 July): [j] 
 
 43–80 tanks and assault guns destroyed or damaged 
 842 men killed, wounded and missing 
 6 aircraft destroyed 
 5 aircraft damaged","Soviet (on 12 July): [j] 
 
 300–400 tanks and self-propelled guns destroyed or damaged 
 5,500 men killed, wounded and missing",,,"Hermann Hoth 
 Paul Hausser 
 
 Otto Deßloch","Nikolai Vatutin 
 Pavel Rotmistrov 
 Alexei Zhadov 
 
 Stepan Krasovsky 
 Vladimir Sudets",,12 July 1943[a],"Prokhorovka, Russian SFSR, Soviet Union51°2′11″N 36°44′11″E﻿ / ﻿51.03639°N 36.73639°E﻿ / 51.03639; 36.73639Coordinates: 51°2′11″N 36°44′11″E﻿ / ﻿51.03639°N 36.73639°E﻿ / 51.03639; 36.73639","Both sides failed to achieve their objectives:[1][2]

German tactical victory[3][4][5][6]
Soviet operational victory[7][8][9]","German: 
 
 294 tanks and  assault guns [i]","Soviet: 
 
 616 tanks and  self-propelled guns [i]",,,,100,Battle of Prokhorovka,Battle of Kursk,,https://en.wikipedia.org/wiki/Battle_of_Prokhorovka
Germany,Soviet Union,,"86,454 men [4] 
 
 14,215 killed 
 11,300 missing 
 60,939 wounded 
unknown tanks [N 1] unknown guns  218 aircraft [6]","429,890 men [7] [8] 
 
 112,529 dead or missing 
 317,361 wounded or sick 
2,586 tanks destroyed [9] 892 guns lost [9] 1,014 aircraft destroyed [9]",,,Walter Model   Lothar Rendulic   Robert Ritter von Greim,Konstantin Rokossovsky   Hovhannes Bagramyan,,12 July – 18 August 1943(1 month and 6 days),"Orel, Russian SFSR",Soviet victory,"300,700 men  [1]  625 tanks and  assault guns [1]  610 aircraft [1]  5,500 guns [1]","1,286,000 men [2]  2,409 tanks and  assault guns [2]    2,220 [3] –3,023 [2]  aircraft 26,379 guns [2]",,,,100,Operation Kutuzov,Battle of Kursk,,https://en.wikipedia.org/wiki/Operation_Kutuzov
Nazi Germany,Soviet Union,,"Operation Citadel: [e] [9] 
 54,182 men [10] [f] [11] 
 252–323 tanks and assault guns destroyed, [12] [13] 
 1,612 tanks and assault guns damaged [14] [15] 
 159 aircraft [16] [17] 
 c. 500 guns [16] 
 Battle of Kursk: [g] 
 111,132 men [18] [h] 
 Estimate 760 [19] -1200 [20]  tanks and assault guns destroyed 
 681 aircraft (for 5–31 July) [21] [i]","Operation Citadel: [e] 
 177,847 men [22] [11] 
 1,614 [23] –1,956 [24]  tanks and assault guns destroyed 
 459 [25]  ~ 1,000 aircraft [26] 
 Battle of Kursk: [g] 
 254,470 killed, missing or captured 608,833 wounded or sick [27] [j]  (74% wounded and 26% sick [28] ) 
 Total 863,000 men (~710,000 casualties in combat) 
 6,064 tanks and assault guns destroyed [29] [k] [13] 
 1,626 [25] –1,961 aircraft [24] 
 5,244 guns [25]",,,"Erich von Manstein 
 Günther von Kluge 
 Hermann Hoth 
 Werner Kempf 
 Walter Model 
 Otto Deßloch 
 Robert Ritter von Greim","Georgy Zhukov 
 Konstantin Rokossovsky 
 Nikolai Vatutin 
 Ivan Konev 
 Pavel Rotmistrov 
 Sergei Rudenko 
 Kirill Moskalenko",,"5 July 1943 (1943-07-05) – 23 August 1943 (1943-08-23) 
German offensive: 5 July 1943 (1943-07-05) – 16 July 1943 (1943-07-16)  (1 week and 4 days)
Soviet offensive: 12 July 1943 (1943-07-12) – 23 August 1943 (1943-08-23) (1 month, 1 week and 4 days)","Kursk, Kursk Oblast, Russian SFSR, Soviet Union","Soviet victory[a][1]

Axis lose ability to initiate strategic offensive operations
The Soviet Red Army gains the initiative over the German Wehrmacht","Operation Citadel:   
 780,900 men [2] 
 2,928 tanks [2] 
 9,966 guns and mortars [3] 
 Soviet counter-offensive phase: 
 940,900 men [2] 
 3,253 tanks [2] 
 9,467 guns and mortars [4] 
 2,110 aircraft [5]","Operation Citadel: 
 1,910,361 men [6] 
 5,128 tanks [6] 
 25,013 guns and mortars [3] 
 Soviet counter-offensive phase: 
 2,500,000 men [6] 
 7,360 tanks [6] 
 47,416 guns and mortars [4] 
 2,792 [7] [c]  to 3,549 [8] [d]  aircraft",,,"Soviets regain territory along a 2,000 km (1,200 mi) wide front after the battle[b]",3,Battle of Kursk,Operation Citadel,Battle of Prokhorovka,https://en.wikipedia.org/wiki/Battle_of_Kursk
Nazi Germany,Soviet Union,,"Operation Citadel: [e] [9] 
 54,182 men [10] [f] [11] 
 252–323 tanks and assault guns destroyed, [12] [13] 
 1,612 tanks and assault guns damaged [14] [15] 
 159 aircraft [16] [17] 
 c. 500 guns [16] 
 Battle of Kursk: [g] 
 111,132 men [18] [h] 
 Estimate 760 [19] -1200 [20]  tanks and assault guns destroyed 
 681 aircraft (for 5–31 July) [21] [i]","Operation Citadel: [e] 
 177,847 men [22] [11] 
 1,614 [23] –1,956 [24]  tanks and assault guns destroyed 
 459 [25]  ~ 1,000 aircraft [26] 
 Battle of Kursk: [g] 
 254,470 killed, missing or captured 608,833 wounded or sick [27] [j]  (74% wounded and 26% sick [28] ) 
 Total 863,000 men (~710,000 casualties in combat) 
 6,064 tanks and assault guns destroyed [29] [k] [13] 
 1,626 [25] –1,961 aircraft [24] 
 5,244 guns [25]",,,"Erich von Manstein 
 Günther von Kluge 
 Hermann Hoth 
 Werner Kempf 
 Walter Model 
 Otto Deßloch 
 Robert Ritter von Greim","Georgy Zhukov 
 Konstantin Rokossovsky 
 Nikolai Vatutin 
 Ivan Konev 
 Pavel Rotmistrov 
 Sergei Rudenko 
 Kirill Moskalenko",,"5 July 1943 (1943-07-05) – 23 August 1943 (1943-08-23) 
German offensive: 5 July 1943 (1943-07-05) – 16 July 1943 (1943-07-16)  (1 week and 4 days)
Soviet offensive: 12 July 1943 (1943-07-12) – 23 August 1943 (1943-08-23) (1 month, 1 week and 4 days)","Kursk, Kursk Oblast, Russian SFSR, Soviet Union","Soviet victory[a][1]

Axis lose ability to initiate strategic offensive operations
The Soviet Red Army gains the initiative over the German Wehrmacht","Operation Citadel:   
 780,900 men [2] 
 2,928 tanks [2] 
 9,966 guns and mortars [3] 
 Soviet counter-offensive phase: 
 940,900 men [2] 
 3,253 tanks [2] 
 9,467 guns and mortars [4] 
 2,110 aircraft [5]","Operation Citadel: 
 1,910,361 men [6] 
 5,128 tanks [6] 
 25,013 guns and mortars [3] 
 Soviet counter-offensive phase: 
 2,500,000 men [6] 
 7,360 tanks [6] 
 47,416 guns and mortars [4] 
 2,792 [7] [c]  to 3,549 [8] [d]  aircraft",,,"Soviets regain territory along a 2,000 km (1,200 mi) wide front after the battle[b]",1,Operation Citadel,Eastern Front,,https://en.wikipedia.org/wiki/Battle_of_Kursk
Germany,Soviet Union   Poland,,c. 1500,c. 3000,,,Gottfried Fröhlich,Vasiliy Nikolayevich Gordov   Zygmunt Berling,,"October 12–13, 1943","Lenino, Byelorussian SSR, Soviet Union",Soviet-Polish offensive failureLimited territorial gains for the Soviet-Polish forces,"Army Group Centre 
 
 German 4th Army",33rd Soviet Army Polish 1st Tadeusz Kościuszko Infantry Division,,,,100,Battle of Lenino,Battle of Smolensk (1943),,https://en.wikipedia.org/wiki/Battle_of_Lenino
Germany,Soviet Union,,"German sources : [3] Total : 70,593 3 panzer army 10.08 - 30.09.43: 765 KIA, 3,386 WIA, 270 MIA; 4 army 10.08 - 30.09.43: 8,825 KIA, 35,237 WIA, 4,127 MIA 9 army 20.08 - 30.09.43: 3,394 KIA, 12,688 WIA, 1,901 MIA Soviet sources:  200,000–250,000 casualties [4]","Soviet sources:  451,466 overall (Including 107,645 killed, missing or captured 343,821 wounded and sick [2] )",,,Günther von Kluge,Andrei Yeremenko   Vasily Sokolovsky,,7 August – 2 October 1943,"Smolensk region, Soviet Union",Soviet victory,"Soviet estimate: 850,000 men 8,800 guns 500 tanks 700 aircraft [1]","1,252,600 men [2] 20,640 guns 1,430 tanks 1,100 aircraft [1]",,,,1,Battle of Smolensk (1943),Eastern Front,Battle of Lenino,https://en.wikipedia.org/wiki/Battle_of_Smolensk_(1943)
Nazi Germany,Soviet Union,,,,,Unknown,Erich von Manstein,Nikolai Vatutin     Ivan Konev,,3 August 1943 – 23 August 1943,Belgorod,Soviet victory,,,,,,100,Battle of Belgorod,Fourth Battle of Kharkov,,https://en.wikipedia.org/wiki/Battle_of_Belgorod
Germany,Soviet Union,,"25,068 
 
 8,933 killed or missing 16,135 wounded [3] 240 tanks lost [4] unknown guns","255,566 
 
 71,611 killed or missing  183,955 wounded [5]  1,864 tanks lost [6] 423 artillery guns [6] 153 aircraft [6]",,,Erich von Manstein,Ivan Konev,,3–23 August 1943,"Kharkov region, Ukrainian SSR, Soviet Union",Soviet victory,"200,000 men 237 tanks and assault guns at the outset","1,144,000 men [1]    2,418 tanks [2]  13,633 guns and rocket launchers [2]",,,,1,Fourth Battle of Kharkov,Eastern Front,Battle of Belgorod,https://en.wikipedia.org/wiki/Fourth_Battle_of_Kharkov
Soviet Union   Czechoslovakia,Germany,,"118,042 men [1] 
 
 28,141 killed, missing or captured 
 89,901 wounded or sick 
 271 tanks (3–13 November)
 
125 aircraft (3–13 November)","16,992 men [2] 
 
 2,628 killed 
 13,083 wounded 
 1,281 missing",,,Nikolai Vatutin,Hermann Hoth   Erhard Raus,,3 November 1943 – 13 November 1943(Offensive operation) 13 November 1943 – 22 December 1943(Defensive operation),"Kiev, Soviet Union",Soviet victory,"730,000 men [1] 7,000 guns and mortars 675 tanks and assault guns 700 combat aircraft",Unknown,,,,100,Battle of Kiev (1943),Battle of the Dnieper,,https://en.wikipedia.org/wiki/Battle_of_Kiev_(1943)
Soviet Union,Germany   Kingdom of Romania,,"Krivosheev:  1,285,977 men [2] 
 
 348,815 killed or missing 
 937,162 wounded or sick","278,407 men (21 August – 20 December) [3] 
 
 44,235 killed 
 199,998 wounded 
 34,174 missing",,,Georgy Zhukov   Aleksandr Vasilevsky   Nikolai Vatutin   Ivan Konev   Rodion Malinovsky   Fyodor Tolbukhin   Konstantin Rokossovsky,Erich von Manstein   Ewald von Kleist   Günther von Kluge,,"26 August 1943 – 23 December 1943(3 months, 3 weeks and 6 days)","Dnieper River, Soviet Union",Soviet victory,"26 August: 2,633,000 men (1,450,000 reinforcements) [1] 51,200 guns and mortars [1] 2,400 tanks and assault guns [1] 2,850 combat aircraft [1]","1,250,000 men (600,000 Romanian and 350,000 German Reinforcements) 12,600 guns and mortars 2,100 tanks and assault guns 2,000 aircraft",,,"Soviets reclaim left-bank Ukraine, including the city of Kiev and Donets basin",1,Battle of the Dnieper,Eastern Front,August 1943 – December 1943,https://en.wikipedia.org/wiki/Battle_of_the_Dnieper
,,,,,,,,,,,,,,,,,,100,Concert (operation),Eastern Front,,https://en.wikipedia.org/wiki/Concert_(operation)
,,,,,,,,,,,,,,,,,,100,Zhitomir–Berdichev Offensive,Dnieper–Carpathian Offensive,,https://en.wikipedia.org/wiki/Zhitomir%E2%80%93Berdichev_Offensive
Germany,Soviet Union,,"Frieser, Zetterling and Frankson : 30,000 killed, missing and wounded [8] 156 tanks [9] 50 aircraft [10] Erickson, Glantz and House : 73,000
 
 55,000 killed and wounded 18,000 prisoners [11] [12]","80,188
 
 24,286 killed or missing 55,902 wounded and sick [13] [14]    728 tanks [15]",,,Erich von Manstein Otto Wöhler   Hermann Breith Wilhelm Stemmermann   †,Georgy Zhukov   Nikolai Vatutin   Ivan Konev,,24 January 1944 – 16 February 1944,"Cherkasy / Korsun, USSR",Soviet victory and successful encirclement.[1][2],"60,000 men in pocket  59  tanks  in pocket 242 artillery pieces in pocket [3] 80,000 men (reinforcement) III Panzer Corps (201 tanks) (reinforcement) [4] XLVII Panzer Corps (58 tanks) (reinforcement) [5]","336,700 men [6]  524 tanks (initially) 400 tanks (reinforcement) 1,054 aircraft 5,300 artillery pieces and mortars [7]",,,,100,Korsun Pocket,Dnieper–Carpathian Offensive,,https://en.wikipedia.org/wiki/Battle_of_the_Korsun%E2%80%93Cherkassy_Pocket
Soviet Union,Germany   Romania,,"121,204 overall [1] [2]","45,000 Germans killed  25,000 Germans captured 130,000 total German casualties excluding Romanians",,,Ivan Konev,Erich von Manstein,,5 March – 17 April 1944,175 km sector of the front between Uman and Kirovograd in western Ukraine,Decisive Soviet victory,"2nd Ukrainian Front 691,000 men 670 tanks and assault guns 8,890 artillery pieces","German 8th Army 400,000 men 450 tanks and assault guns 3,500 artillery pieces",,,,100,Uman-Botoshany Offensive,Dnieper–Carpathian Offensive,,https://en.wikipedia.org/wiki/Uman%E2%80%93Boto%C8%99ani_Offensive
Germany,Soviet Union,,"14,549 captured [1] 
 45,000 overall [2] , excluding the 4th Panzer Army
 
678 operational and non-operational tanks/assault guns captured [3]",318 tanks and assault guns [4],,,Erich von Manstein ( Army Group South )   Hans-Valentin Hube ( 1st Panzer Army ),Georgi Zhukov   Nikolai Vatutin ( 1st Ukrainian Front )   Ivan Koniev ( 2nd Ukrainian Front ),,25 March – 8 April 1944,"Kamianets-Podilskyi / Tarnopol, USSR",Strategic Soviet victory,"220,000 men 43 tanks 50 assault guns",Unknown,,,,100,Kamenets-Podolsky pocket,Dnieper–Carpathian Offensive,,https://en.wikipedia.org/wiki/Kamenets-Podolsky_pocket
Soviet Union   Czechoslovakia,Germany   Romania,,"1,109,528 [8] 
 
 270,198 killed or missing [8] 
 839,330 wounded and sick [8] 
4,666 tanks and assault guns destroyed [7] 7,532 guns and mortars lost [8] 676 aircraft destroyed [8]","Frieser :
 250,956 men [9] 
 
 41,907 killed [9] 
 157,888 wounded [9] 
 51,161 missing [9] 
 Grylev : 
 
500,000 killed, wounded and captured [10]",,,Nikolai Vatutin   †   Georgy Zhukov   Ivan Konev   Rodion Malinovsky   Feodor Tolbukhin   Lev Vladimirsky,Erich von Manstein   Walther Model   Ewald von Kleist   Ferdinand Schörner   Petre Dumitrescu,,24 December 1943 – 17 April 1944,South-western Ukrainian SSR,Soviet victory,"6,394,500 men [1] 5,800 tanks and assault guns [2] 101,400 artillery pieces and mortars [3] 13,400 aircraft of all types [4]","2,468,500 men [5] including 706,000 satellite troops [6] 2,015 tanks and assault guns [7] 28,654 guns and mortars [7] 2,600 combat aircraft [7]",,,,1,Dnieper–Carpathian Offensive,Eastern Front,December 1943 – April 1944,https://en.wikipedia.org/wiki/Dnieper%E2%80%93Carpathian_Offensive
Germany,Soviet Union,,"24,739 dead and missing [3] 46,912 wounded [3]   Total:  71,651 casualties (per German military medical reports) [3]","76,686 dead and missing,  237,267 wounded [4] Total:  313,953 casualties [4]",,,Georg von Küchler (Until February 1)   Walter Model (From February 1),Kirill Meretskov   Leonid Govorov,,"January 14 – March 1, 1944","Southern Leningrad region, Novgorod, Pskov[1] and Narva",Soviet victorySiege of Leningrad lifted,"500,000 men 2,389 artillery pieces 146 tanks 140 aircraft [2]","822,000 men 4,600 artillery pieces 550 tanks 653 aircraft [2]",,,Recapture of the region by Soviet forces,100,Leningrad–Novgorod Offensive,Eastern Front,,https://en.wikipedia.org/wiki/Leningrad%E2%80%93Novgorod_Offensive
Germany,Soviet Union,,"Frieser, Zetterling and Frankson : 30,000 killed, missing and wounded [8] 156 tanks [9] 50 aircraft [10] Erickson, Glantz and House : 73,000
 
 55,000 killed and wounded 18,000 prisoners [11] [12]","80,188
 
 24,286 killed or missing 55,902 wounded and sick [13] [14]    728 tanks [15]",,,Erich von Manstein Otto Wöhler   Hermann Breith Wilhelm Stemmermann   †,Georgy Zhukov   Nikolai Vatutin   Ivan Konev,,24 January 1944 – 16 February 1944,"Cherkasy / Korsun, USSR",Soviet victory and successful encirclement.[1][2],"60,000 men in pocket  59  tanks  in pocket 242 artillery pieces in pocket [3] 80,000 men (reinforcement) III Panzer Corps (201 tanks) (reinforcement) [4] XLVII Panzer Corps (58 tanks) (reinforcement) [5]","336,700 men [6]  524 tanks (initially) 400 tanks (reinforcement) 1,054 aircraft 5,300 artillery pieces and mortars [7]",,,,100,Korsun-Cherkassy Pocket,Eastern Front,,https://en.wikipedia.org/wiki/Korsun-Cherkassy_Pocket
Germany,Soviet Union,,,,,"21,000 all causes 85 artillery [2]",Georg von Küchler,Leonid Govorov,,14–30 January 1944,"Leningrad Oblast, Soviet Union",Soviet victory,One army 110 armoured vehicles,Three armies 681 armoured vehicles  1200 artillery [1],,,,100,Krasnoye Selo–Ropsha Offensive,Battle of Narva (1944),,https://en.wikipedia.org/wiki/Krasnoye_Selo%E2%80%93Ropsha_Offensive
Germany,Soviet Union,,,,,,Georg Lindemann,Leonid A. Govorov,,1 February—1 March 1944,"Leningrad region, Soviet Union; Narva, Estonia",Soviet victory,"One army: 100,000 personnel 1500 artillery 100 armoured vehicles 400 aircraft [1]",Two armies and the  Baltic Fleet,,,,100,Kingisepp–Gdov Offensive,Battle of Narva (1944),,https://en.wikipedia.org/wiki/Kingisepp%E2%80%93Gdov_Offensive
"Germany 
 
 Estonian conscripts",Soviet Union,,200 dead 600 wounded [3],3000 all causes 17 fighters 29 tanks [3],,,Felix Steiner,Filip Starikov,,"July 20–25, 1944","Auvere, EstoniaCoordinates: 59°21′02″N 27°55′50″E﻿ / ﻿59.35056°N 27.93056°E﻿ / 59.35056; 27.93056",German defensive victory,"17,100 personnel [1] [2] 4–6 batteries  49 dive bombers [2]","46,385 personnel [1] [2] 30–50 batteries 546 bombers [2]",,,,100,Battle of Auvere,Battle for Narva Bridgehead,,https://en.wikipedia.org/wiki/Battle_of_Auvere
Germany,Soviet Union,,"Contemporary estimates:  12,000 dead, missing or captured 46,000 wounded or sick","Contemporary indirect estimates:   65,000 dead or missing 235,000 wounded or sick 130 armoured vehicles 230 aircraft [2]",,,Johannes Frießner,Leonid A. Govorov,,2 February  – 26 July 1944,"Narva, Estonia59°23′N 28°12′E﻿ / ﻿59.383°N 28.200°E﻿ / 59.383; 28.200Coordinates: 59°23′N 28°12′E﻿ / ﻿59.383°N 28.200°E﻿ / 59.383; 28.200",German withdrawal,"123,541 personnel [1] 32 tanks [2] 137 aircraft [1]","205,000 personnel [3] 2,500 assault guns 100 tanks [4] 800 aircraft [1]",,,,3,Battle for Narva Bridgehead,Battle of Narva (1944),Battle of Auvere,https://en.wikipedia.org/wiki/Battle_for_Narva_Bridgehead
Germany,Soviet Union,,unknown,unknown,,,Johannes Frießner,Leonid A. Govorov,,15 - 28 February 1944,"Narva, Estonia",German defensive victory,"123,541 [1] 100 armoured vehicles 1,500 artillery pieces 400 aircraft [2]","200,000 [3]",,,,100,Narva Offensive (15–28 February 1944),Battle of Narva (1944),,https://en.wikipedia.org/wiki/Narva_Offensive_(15%E2%80%9328_February_1944)
,Soviet Union,,thousands [2] [4],Many more than the Germans [2],,,Johannes Frießner,Leonid A. Govorov,,1–4 March 1944,"Narva, Estonia",German defensive victory,"123,541 [1]","200,000 [2] 100 armoured vehicles [3] 2,500 artillery pieces 800 aircraft [1]",,,,100,Narva Offensive (1–4 March 1944),Battle of Narva (1944),,https://en.wikipedia.org/wiki/Narva_Offensive_(1%E2%80%934_March_1944)
Germany,Soviet Union,,"Contemporary estimate : 2,500 killed or missing (German claim) 7,500 wounded or sick [8] 6 tanks [7] Total : 10,000","Contemporary estimate : 35,000 killed or missing (German claim) 135,000 wounded or sick [8] 157–164 tanks [7] Total : 170,000",,,Felix Steiner,Leonid Govorov,,25 July-10 August 1944,"Sinimäed Hills, Estonia59°22′32″N 27°51′17″E﻿ / ﻿59.37556°N 27.85472°E﻿ / 59.37556; 27.85472Coordinates: 59°22′32″N 27°51′17″E﻿ / ﻿59.37556°N 27.85472°E﻿ / 59.37556; 27.85472",Tactical German victory,"22,250 [1] 7 tanks [2] [3] 70–80 assault guns [3] 49 aircraft [4] [5]","136,830 troops [6] 150 armoured vehicles [7] 1,680 assault guns [7] 546 aircraft [4] [5]",,,,100,Battle of Tannenberg Line,Narva Offensive (July 1944),,https://en.wikipedia.org/wiki/Battle_of_Tannenberg_Line
Germany,Soviet Union,,"2,500 all causes [1]","4,685 dead or missing 18,602 wounded or sick [6] 29 armoured vehicles [7]",,,Felix Steiner,Leonid A. Govorov,,24–30 July 1944,"Narva, Estonia",Soviet victory,"35,000 troops [1] 7 tanks [2] [3] 600 assault guns [4] 137 aircraft [5]","136,830 troops [6] 150 armoured vehicles [1] 2,500 assault guns [1] 800+ aircraft [5]",,,,3,Narva Offensive (July 1944),Battle of Narva (1944),Battle of Tannenberg Line,https://en.wikipedia.org/wiki/Narva_Offensive_(July_1944)
"Germany 
 
   Estonian conscript , auxiliary police  and border guard forces",Soviet Union,,"14,000 dead or missing 54,000 wounded or sick 68,000 casualties [5]","100,000 dead or missing 380,000 wounded or sick [nb 1] 300 tanks 230 aircraft [2] 480,000 casualties [5]",,,Johannes Frießner   Felix Steiner,Leonid Govorov   Ivan Fedyuninsky,,2 February – 10 August 1944,"Narva, Estonia59°23′N 28°12′E﻿ / ﻿59.383°N 28.200°E﻿ / 59.383; 28.200Coordinates: 59°23′N 28°12′E﻿ / ﻿59.383°N 28.200°E﻿ / 59.383; 28.200",German defensive victory,"123,541 personnel [1] 32 tanks [2] 137 aircraft [1]","200,000 personnel [2] [3] 2500 guns 125 tanks [4] 800 aircraft [1]",,,,1,Battle of Narva (1944),Eastern Front,February – August 1944,https://en.wikipedia.org/wiki/Battle_of_Narva_(1944)
Soviet Union,Germany   Romania,,,,,"6,985 killed or missing [1] 
 20,412 sick or wounded [1] 
 Total : 27,397 [1]","Ivan Petrov 
   Lev Vladimirsky",Erwin Jaenecke   Corneliu Teodorini,,November 1943,"Kerch Peninsula, Soviet Union",Axis Defensive VictoryStrategic Soviet Victory,,,,"150,000 men [1]",,100,Kerch-Eltigen Operation,Crimean Offensive (1944),,https://en.wikipedia.org/wiki/Kerch-Eltigen_Operation
Soviet Union,Germany   Romania   Bulgaria [1],,"84,839 17,754 killed or missing 67,065 wounded or sick 171 tanks 521 guns 179 aircraft [2]   [3] Losses at sea: 1 submarine 1 motor torpedo boat 12+ aircraft","96,700 [5] 31,700 killed or missing 33,400 wounded 25,800 killed or missing 5,800 wounded [6] Losses at sea: 4 submarine hunters 5 cargo ships 1 tanker 3 tugs 3 lighters 3 motorboats  3 cargo ships",,,Fyodor Tolbukhin   Filipp Oktyabrskiy,Erwin Jaenecke   Horia Macellariu,,8 April – 12 May 1944,"Crimea, Russian SFSR, Soviet Union",Soviet victory,"462,400 men [2] [3] 560 tanks and assault guns 6,000 guns 1,200 aircraft","230,000–255,970 men [4] [3] 
 
  165,000 
  65,000 
1,815 guns",,,,1,Crimean Offensive (1944),Eastern Front,Kerch-Eltigen Operation,https://en.wikipedia.org/wiki/Crimean_Offensive
Germany,Soviet Union,,,,,,Georg-Hans Reinhardt ( Third Panzer Army ) Paul Laux  ( Sixteenth Army ),Hovhannes Bagramyan ( 1st Baltic Front ),,"July 5, 1944 – August 29, 1944","Belorussian SSR, Lithuania, and Latvia56°N 24°E﻿ / ﻿56°N 24°E﻿ / 56; 24Coordinates: 56°N 24°E﻿ / ﻿56°N 24°E﻿ / 56; 24",Soviet victory,,,,,,100,Shyaulyay Offensive,Eastern Front,,https://en.wikipedia.org/wiki/Shyaulyay_Offensive
