date,boro,cause_1,cause_10,cause_11,cause_12,cause_13,cause_14,cause_15,cause_2,cause_3,cause_4,cause_5,cause_6,cause_7,cause_8,cause_9,complaints,events_1,events_10,events_11,events_12,events_13,events_14,events_15,events_2,events_3,events_4,events_5,events_6,events_7,events_8,events_9
2019-03-26,STATEN ISLAND,Request Large Bulky Item Collection,Street Light Condition,Noise - Residential,Blocked Driveway,Noise,General Construction/Plumbing,HEAT/HOT WATER,Street Condition,Electronics Waste,Water System,Illegal Parking,Missed Collection (All Materials),Sanitation Condition,Dirty Conditions,DOF Property - Payment Issue,"(480,)",52,12.0,11.0,11.0,8.0,8.0,8.0,50,47.0,33.0,30.0,26.0,25.0,19.0,12.0
2019-03-26,Unspecified,Benefit Card Replacement,Ferry Inquiry,Street Sign - Missing,Street Sign - Damaged,Street Condition,Ferry Complaint,Highway Sign - Damaged,Highway Condition,DOF Parking - Payment Issue,HPD Literature Request,Taxi Complaint,Question,DCA / DOH New License Application Request,DOF Parking - Request Copy,DOF Parking - Request Status,"(141,)",45,3.0,2.0,2.0,2.0,2.0,1.0,19,19.0,9.0,8.0,6.0,6.0,4.0,3.0
2019-03-27,NYC,HEAT/HOT WATER,General Construction/Plumbing,PLUMBING,Water System,Derelict Vehicles,DOOR/WINDOW,Dirty Conditions,Request Large Bulky Item Collection,Illegal Parking,Street Condition,Noise - Residential,Blocked Driveway,UNSANITARY CONDITION,Noise,PAINT/PLASTER,"(8234,)",850,179.0,171.0,155.0,141.0,138.0,133.0,680,576.0,522.0,411.0,351.0,253.0,203.0,184.0
2019-03-27,BRONX,HEAT/HOT WATER,DOOR/WINDOW,Request Large Bulky Item Collection,General Construction/Plumbing,WATER LEAK,Derelict Vehicle,GENERAL,Noise - Residential,UNSANITARY CONDITION,PLUMBING,PAINT/PLASTER,Blocked Driveway,Illegal Parking,FLOORING/STAIRS,Street Condition,"(1400,)",274,40.0,35.0,28.0,24.0,23.0,23.0,113,95.0,69.0,64.0,62.0,61.0,50.0,48.0
2019-03-27,BROOKLYN,Request Large Bulky Item Collection,Derelict Vehicles,DOOR/WINDOW,Street Light Condition,General Construction/Plumbing,Missed Collection (All Materials),Noise,HEAT/HOT WATER,Illegal Parking,Street Condition,Blocked Driveway,Noise - Residential,UNSANITARY CONDITION,PAINT/PLASTER,Electronics Waste,"(2710,)",258,61.0,58.0,57.0,56.0,50.0,48.0,252,209.0,168.0,129.0,106.0,92.0,71.0,62.0
2019-03-27,MANHATTAN,HEAT/HOT WATER,General Construction/Plumbing,PAINT/PLASTER,Noise - Vehicle,Taxi Complaint,DOOR/WINDOW,GENERAL,Noise,Illegal Parking,Street Condition,Noise - Residential,Request Large Bulky Item Collection,UNSANITARY CONDITION,PLUMBING,For Hire Vehicle Complaint,"(1450,)",170,36.0,31.0,26.0,25.0,25.0,25.0,107,100.0,88.0,86.0,79.0,38.0,37.0,36.0
2019-03-27,QUEENS,Request Large Bulky Item Collection,Derelict Vehicles,Sidewalk Condition,Traffic Signal Condition,Construction Safety Enforcement,Noise,Dirty Conditions,Illegal Parking,Street Condition,HEAT/HOT WATER,Blocked Driveway,Noise - Residential,Derelict Vehicle,Water System,General Construction/Plumbing,"(2025,)",243,49.0,42.0,40.0,39.0,35.0,32.0,173,146.0,146.0,140.0,97.0,59.0,52.0,51.0
2019-03-27,STATEN ISLAND,Street Condition,Sanitation Condition,Blocked Driveway,Sidewalk Condition,Noise - Residential,Building/Use,HEAT/HOT WATER,Request Large Bulky Item Collection,Electronics Waste,Illegal Parking,Dirty Conditions,Water System,Missed Collection (All Materials),Derelict Vehicle,Street Light Condition,"(502,)",70,13.0,12.0,10.0,9.0,9.0,8.0,65,42.0,33.0,26.0,23.0,23.0,17.0,17.0
2019-03-27,Unspecified,Benefit Card Replacement,DCA / DOH New License Application Request,Maintenance or Facility,Taxi Compliment,Street Condition,Street Sign - Missing,Forms,HPD Literature Request,DOF Parking - Payment Issue,Highway Condition,Question,For Hire Vehicle Complaint,Taxi Complaint,DOF Parking - Request Status,Street Light Condition,"(147,)",30,5.0,3.0,3.0,2.0,2.0,2.0,21,20.0,15.0,8.0,7.0,6.0,5.0,5.0
2019-03-28,NYC,Request Large Bulky Item Collection,PAINT/PLASTER,Water System,PLUMBING,Derelict Vehicle,Missed Collection (All Materials),Derelict Vehicles,HEAT/HOT WATER,Illegal Parking,Noise - Residential,Street Condition,Blocked Driveway,Noise,UNSANITARY CONDITION,General Construction/Plumbing,"(7731,)",596,181.0,180.0,175.0,139.0,137.0,134.0,576,575.0,439.0,397.0,389.0,267.0,203.0,199.0
2019-03-28,BRONX,HEAT/HOT WATER,DOOR/WINDOW,FLOORING/STAIRS,Derelict Vehicles,Request Large Bulky Item Collection,WATER LEAK,Noise,Noise - Residential,Illegal Parking,Blocked Driveway,PLUMBING,UNSANITARY CONDITION,PAINT/PLASTER,Derelict Vehicle,Street Condition,"(1268,)",195,32.0,31.0,31.0,30.0,28.0,23.0,106,77.0,70.0,62.0,61.0,59.0,35.0,34.0
2019-03-28,BROOKLYN,Request Large Bulky Item Collection,PAINT/PLASTER,UNSANITARY CONDITION,Missed Collection (All Materials),PLUMBING,Water System,Sanitation Condition,Illegal Parking,HEAT/HOT WATER,Blocked Driveway,Noise - Residential,Street Condition,General Construction/Plumbing,Electronics Waste,Derelict Vehicles,"(2542,)",219,62.0,61.0,57.0,55.0,55.0,51.0,197,188.0,140.0,126.0,112.0,85.0,70.0,64.0
2019-03-28,MANHATTAN,Noise,Noise - Commercial,UNSANITARY CONDITION,PLUMBING,Noise - Street/Sidewalk,For Hire Vehicle Complaint,Traffic Signal Condition,HEAT/HOT WATER,Noise - Residential,Illegal Parking,Request Large Bulky Item Collection,Street Condition,Water System,General Construction/Plumbing,PAINT/PLASTER,"(1459,)",158,37.0,36.0,33.0,33.0,27.0,26.0,115,108.0,93.0,69.0,63.0,47.0,44.0,42.0
2019-03-28,QUEENS,Request Large Bulky Item Collection,Dirty Conditions,Building/Use,Sanitation Condition,General Construction/Plumbing,Missed Collection (All Materials),Noise,Illegal Parking,Blocked Driveway,Street Condition,Noise - Residential,HEAT/HOT WATER,Derelict Vehicle,Noise - Vehicle,Water System,"(1831,)",220,42.0,40.0,39.0,39.0,36.0,35.0,184,156.0,128.0,90.0,67.0,53.0,43.0,42.0
2019-03-28,STATEN ISLAND,Request Large Bulky Item Collection,Sanitation Condition,Blocked Driveway,UNSANITARY CONDITION,Water System,Sidewalk Condition,HEAT/HOT WATER,Street Condition,Electronics Waste,Missed Collection (All Materials),Illegal Parking,Street Light Condition,Dirty Conditions,New Tree Request,Derelict Vehicle,"(523,)",58,16.0,16.0,14.0,13.0,12.0,11.0,56,28.0,27.0,23.0,22.0,20.0,19.0,16.0
2019-03-28,Unspecified,Benefit Card Replacement,Maintenance or Facility,Street Light Condition,DPR Internal,Ferry Complaint,Consumer Complaint,Taxi Complaint,DOF Parking - Payment Issue,Highway Condition,HPD Literature Request,DCA / DOH New License Application Request,Street Condition,DOF Parking - Request Status,School Maintenance,For Hire Vehicle Complaint,"(108,)",32,2.0,2.0,2.0,2.0,2.0,2.0,17,12.0,6.0,4.0,4.0,3.0,3.0,3.0
2019-03-29,NYC,Noise - Residential,General Construction/Plumbing,UNSANITARY CONDITION,Noise - Commercial,Derelict Vehicle,Water System,Missed Collection (All Materials),Illegal Parking,Request Large Bulky Item Collection,HEAT/HOT WATER,Blocked Driveway,Street Condition,Noise,Noise - Street/Sidewalk,Graffiti,"(7593,)",582,189.0,179.0,169.0,152.0,149.0,146.0,557,528.0,381.0,366.0,329.0,209.0,202.0,202.0
2019-03-29,BRONX,Noise - Residential,Derelict Vehicle,Request Large Bulky Item Collection,General Construction/Plumbing,GENERAL,Noise - Commercial,Street Light Condition,HEAT/HOT WATER,UNSANITARY CONDITION,Blocked Driveway,PAINT/PLASTER,Illegal Parking,PLUMBING,DOOR/WINDOW,Noise - Street/Sidewalk,"(1223,)",124,35.0,33.0,28.0,24.0,24.0,22.0,122,70.0,67.0,65.0,64.0,54.0,50.0,36.0
2019-03-29,BROOKLYN,Illegal Parking,Sanitation Condition,UNSANITARY CONDITION,Noise,Noise - Commercial,Missed Collection (All Materials),Electronics Waste,Noise - Residential,Request Large Bulky Item Collection,Blocked Driveway,HEAT/HOT WATER,Street Condition,General Construction/Plumbing,Noise - Street/Sidewalk,Derelict Vehicles,"(2348,)",204,53.0,53.0,51.0,49.0,45.0,43.0,185,180.0,145.0,121.0,96.0,76.0,74.0,54.0
2019-03-29,MANHATTAN,Noise - Residential,Noise - Vehicle,General Construction/Plumbing,Traffic Signal Condition,UNSANITARY CONDITION,Taxi Complaint,Sidewalk Condition,Illegal Parking,Noise,HEAT/HOT WATER,Noise - Street/Sidewalk,Request Large Bulky Item Collection,Noise - Commercial,Street Condition,For Hire Vehicle Complaint,"(1431,)",148,37.0,36.0,32.0,28.0,27.0,21.0,103,103.0,87.0,76.0,62.0,60.0,48.0,42.0
2019-03-29,QUEENS,Request Large Bulky Item Collection,HEAT/HOT WATER,Missed Collection (All Materials),Noise - Vehicle,Building/Use,Noise,Street Light Condition,Graffiti,Illegal Parking,Blocked Driveway,Street Condition,Noise - Residential,Water System,Derelict Vehicle,Derelict Vehicles,"(2071,)",216,49.0,47.0,45.0,45.0,41.0,40.0,168,165.0,145.0,131.0,112.0,77.0,61.0,49.0
2019-03-29,STATEN ISLAND,Request Large Bulky Item Collection,Root/Sewer/Sidewalk Condition,Sidewalk Condition,Noise - Residential,Sanitation Condition,Sewer,Dirty Conditions,Street Condition,Electronics Waste,Missed Collection (All Materials),Construction Safety Enforcement,Street Light Condition,Illegal Parking,General Construction/Plumbing,Derelict Vehicle,"(405,)",37,15.0,13.0,12.0,10.0,10.0,9.0,34,34.0,27.0,20.0,19.0,19.0,16.0,15.0
2019-03-29,Unspecified,Benefit Card Replacement,Taxi Compliment,Illegal Parking,Street Light Condition,DOF Parking - DMV Clearance,Street Sign - Damaged,Maintenance or Facility,DOF Parking - Payment Issue,HPD Literature Request,Highway Condition,Question,DCA / DOH New License Application Request,For Hire Vehicle Complaint,Ferry Permit,DOF Parking - Request Status,"(115,)",42,2.0,2.0,2.0,2.0,1.0,1.0,21,7.0,6.0,6.0,4.0,3.0,3.0,2.0
2019-03-30,NYC,Noise - Residential,Noise - Vehicle,Missed Collection (All Materials),Water System,UNSANITARY CONDITION,Electronics Waste,Dirty Conditions,Request Large Bulky Item Collection,Illegal Parking,Blocked Driveway,HEAT/HOT WATER,Noise - Street/Sidewalk,Noise,Noise - Commercial,Street Condition,"(6216,)",1074,154.0,114.0,103.0,97.0,91.0,88.0,449,429.0,364.0,350.0,345.0,291.0,234.0,179.0
2019-03-30,BRONX,Noise - Residential,WATER LEAK,Street Condition,Noise - Commercial,Noise,DOOR/WINDOW,Rodent,HEAT/HOT WATER,Blocked Driveway,Illegal Parking,Noise - Street/Sidewalk,PAINT/PLASTER,UNSANITARY CONDITION,Derelict Vehicles,Noise - Vehicle,"(891,)",253,15.0,15.0,14.0,14.0,14.0,13.0,93,65.0,50.0,46.0,29.0,28.0,18.0,15.0
2019-03-30,BROOKLYN,Noise - Residential,Noise - Vehicle,New Tree Request,Street Condition,UNSANITARY CONDITION,Missed Collection (All Materials),Dirty Conditions,Request Large Bulky Item Collection,Illegal Parking,HEAT/HOT WATER,Blocked Driveway,Noise - Street/Sidewalk,Noise - Commercial,Noise,Electronics Waste,"(1942,)",285,47.0,44.0,44.0,41.0,38.0,31.0,167,146.0,132.0,132.0,88.0,75.0,68.0,48.0
2019-03-30,MANHATTAN,Noise - Residential,Taxi Complaint,Street Condition,For Hire Vehicle Complaint,Broken Parking Meter,Emergency Response Team (ERT),New Tree Request,Noise,Noise - Street/Sidewalk,Noise - Commercial,HEAT/HOT WATER,Illegal Parking,Request Large Bulky Item Collection,Noise - Vehicle,Homeless Person Assistance,"(1404,)",284,29.0,28.0,28.0,28.0,20.0,17.0,154,144.0,94.0,67.0,61.0,52.0,36.0,31.0
2019-03-30,QUEENS,Noise - Residential,Noise - Vehicle,Noise - Commercial,Derelict Vehicle,Missed Collection (All Materials),Dirty Conditions,Sewer,Request Large Bulky Item Collection,Illegal Parking,Blocked Driveway,Street Condition,Water System,HEAT/HOT WATER,Noise - Street/Sidewalk,Noise,"(1607,)",219,52.0,48.0,44.0,31.0,28.0,25.0,158,154.0,148.0,72.0,58.0,57.0,57.0,53.0
2019-03-30,STATEN ISLAND,Request Large Bulky Item Collection,Sanitation Condition,Sewer,Derelict Vehicle,Food Establishment,Water System,New Tree Request,Noise - Residential,Missed Collection (All Materials),Electronics Waste,Street Condition,Illegal Parking,Dirty Conditions,Blocked Driveway,Noise - Street/Sidewalk,"(330,)",59,8.0,8.0,8.0,5.0,5.0,5.0,33,29.0,27.0,20.0,17.0,11.0,10.0,9.0
2019-03-30,Unspecified,Benefit Card Replacement,Food Establishment,Housing Options,Ferry Inquiry,DCA / DOH New License Application Request,Traffic,Highway Sign - Damaged,HPD Literature Request,Maintenance or Facility,Taxi Complaint,Highway Condition,DPR Internal,Traffic Signal Condition,DOF Parking - Payment Issue,Question,"(42,)",11,1.0,1.0,1.0,1.0,1.0,1.0,5,3.0,3.0,2.0,2.0,2.0,2.0,1.0
2019-03-31,NYC,Noise - Residential,UNSANITARY CONDITION,Noise,Missed Collection (All Materials),Dirty Conditions,Derelict Vehicle,Electronics Waste,Request Large Bulky Item Collection,Illegal Parking,HEAT/HOT WATER,Blocked Driveway,Street Condition,Noise - Commercial,Noise - Street/Sidewalk,Noise - Vehicle,"(5696,)",947,132.0,127.0,114.0,93.0,83.0,79.0,539,506.0,498.0,400.0,209.0,207.0,167.0,133.0
2019-03-31,BRONX,Noise - Residential,PAINT/PLASTER,Noise - Street/Sidewalk,ELECTRIC,DOOR/WINDOW,Dirty Conditions,Noise - Vehicle,HEAT/HOT WATER,Illegal Parking,Blocked Driveway,UNSANITARY CONDITION,Noise - Commercial,Request Large Bulky Item Collection,WATER LEAK,Rodent,"(946,)",225,21.0,18.0,17.0,16.0,15.0,14.0,143,76.0,72.0,47.0,30.0,26.0,22.0,22.0
2019-03-31,BROOKLYN,Noise - Residential,Noise,Electronics Waste,Missed Collection (All Materials),Dirty Conditions,Sanitation Condition,Rodent,Request Large Bulky Item Collection,HEAT/HOT WATER,Illegal Parking,Blocked Driveway,Noise - Commercial,Street Condition,UNSANITARY CONDITION,Noise - Street/Sidewalk,"(1762,)",238,38.0,36.0,35.0,34.0,33.0,32.0,215,155.0,145.0,141.0,67.0,53.0,50.0,44.0
2019-03-31,MANHATTAN,Noise - Residential,UNSANITARY CONDITION,Noise - Vehicle,General Construction/Plumbing,PLUMBING,For Hire Vehicle Complaint,Rodent,HEAT/HOT WATER,Noise - Street/Sidewalk,Illegal Parking,Request Large Bulky Item Collection,Noise - Commercial,Noise,Taxi Complaint,Street Condition,"(1103,)",228,23.0,23.0,21.0,17.0,17.0,14.0,97,78.0,75.0,70.0,68.0,57.0,30.0,26.0
2019-03-31,QUEENS,Noise - Residential,Missed Collection (All Materials),Water System,Derelict Vehicles,Dirty Conditions,Noise - Street/Sidewalk,Noise,Request Large Bulky Item Collection,Blocked Driveway,Illegal Parking,Street Condition,HEAT/HOT WATER,Noise - Vehicle,Derelict Vehicle,Noise - Commercial,"(1545,)",232,36.0,30.0,28.0,25.0,25.0,22.0,178,171.0,162.0,101.0,99.0,69.0,40.0,38.0
2019-03-31,STATEN ISLAND,Request Large Bulky Item Collection,Sanitation Condition,Dirty Conditions,Sidewalk Condition,DOOR/WINDOW,Noise - Commercial,HEAT/HOT WATER,Illegal Parking,Missed Collection (All Materials),Electronics Waste,Noise - Residential,Street Condition,Sewer,Derelict Vehicle,Blocked Driveway,"(307,)",50,7.0,7.0,6.0,4.0,4.0,4.0,46,29.0,25.0,24.0,20.0,11.0,10.0,10.0
2019-03-31,Unspecified,Highway Condition,Taxi Complaint,Noise - Street/Sidewalk,Street Condition,DPR Internal,Street Light Condition,DCA / DOH New License Application Request,Benefit Card Replacement,HPD Literature Request,Illegal Parking,Bridge Condition,Ferry Inquiry,Maintenance or Facility,Taxi Compliment,Housing Options,"(33,)",9,1.0,1.0,1.0,1.0,1.0,1.0,4,4.0,2.0,1.0,1.0,1.0,1.0,1.0
2019-04-01,NYC,HEAT/HOT WATER,PLUMBING,Noise,General Construction/Plumbing,Water System,DOOR/WINDOW,Sanitation Condition,Request Large Bulky Item Collection,Illegal Parking,Noise - Residential,Blocked Driveway,Street Condition,UNSANITARY CONDITION,Street Light Condition,PAINT/PLASTER,"(8481,)",878,177.0,177.0,176.0,161.0,146.0,145.0,723,509.0,502.0,441.0,336.0,336.0,312.0,228.0
2019-04-01,BRONX,HEAT/HOT WATER,DOOR/WINDOW,Request Large Bulky Item Collection,ELECTRIC,FLOORING/STAIRS,Dirty Conditions,Sanitation Condition,Street Light Condition,Noise - Residential,UNSANITARY CONDITION,PAINT/PLASTER,PLUMBING,Illegal Parking,Blocked Driveway,WATER LEAK,"(1480,)",243,46.0,37.0,31.0,27.0,24.0,22.0,144,105.0,82.0,82.0,78.0,65.0,60.0,53.0
2019-04-01,BROOKLYN,HEAT/HOT WATER,General Construction/Plumbing,Sanitation Condition,Electronics Waste,PLUMBING,DOOR/WINDOW,Water System,Request Large Bulky Item Collection,Blocked Driveway,Illegal Parking,UNSANITARY CONDITION,Noise - Residential,Street Condition,PAINT/PLASTER,Derelict Vehicles,"(2649,)",325,73.0,59.0,56.0,50.0,49.0,46.0,276,193.0,169.0,117.0,114.0,96.0,76.0,74.0
2019-04-01,MANHATTAN,HEAT/HOT WATER,Traffic Signal Condition,PAINT/PLASTER,General Construction/Plumbing,Rodent,Taxi Complaint,PLUMBING,Street Light Condition,Noise - Residential,Noise,Illegal Parking,UNSANITARY CONDITION,Request Large Bulky Item Collection,Street Condition,DOOR/WINDOW,"(1489,)",164,38.0,33.0,28.0,25.0,23.0,23.0,124,102.0,90.0,85.0,78.0,63.0,60.0,40.0
2019-04-01,QUEENS,Request Large Bulky Item Collection,General Construction/Plumbing,Sanitation Condition,Water System,Sidewalk Condition,Rodent,Derelict Vehicles,Noise - Residential,Blocked Driveway,Illegal Parking,HEAT/HOT WATER,Street Condition,Building/Use,UNSANITARY CONDITION,Derelict Vehicle,"(2270,)",285,50.0,48.0,48.0,45.0,40.0,39.0,170,170.0,170.0,139.0,130.0,57.0,56.0,54.0
2019-04-01,STATEN ISLAND,Request Large Bulky Item Collection,PAINT/PLASTER,Sewer,Noise - Residential,Blocked Driveway,General Construction/Plumbing,PLUMBING,Electronics Waste,Street Condition,Water System,Illegal Parking,Missed Collection (All Materials),Dirty Conditions,Derelict Vehicle,Sidewalk Condition,"(448,)",62,13.0,12.0,11.0,10.0,9.0,9.0,42,33.0,26.0,20.0,16.0,16.0,15.0,13.0
2019-04-01,Unspecified,Benefit Card Replacement,Question,Taxi Complaint,DOF Parking - Request Copy,Bridge Condition,Animal in a Park,Forms,DOF Parking - Payment Issue,HPD Literature Request,For Hire Vehicle Complaint,Highway Condition,DOF Parking - Request Status,DCA / DOH New License Application Request,Highway Sign - Damaged,Street Condition,"(145,)",34,3.0,2.0,2.0,2.0,2.0,2.0,27,15.0,13.0,13.0,5.0,5.0,3.0,3.0
2019-04-02,NYC,Request Large Bulky Item Collection,General Construction/Plumbing,PLUMBING,PAINT/PLASTER,Derelict Vehicles,Water System,Derelict Vehicle,HEAT/HOT WATER,Illegal Parking,Noise - Residential,Blocked Driveway,Street Condition,Street Light Condition,UNSANITARY CONDITION,Noise,"(8036,)",630,177.0,172.0,171.0,164.0,145.0,143.0,607,536.0,477.0,403.0,377.0,305.0,257.0,197.0
2019-04-02,BRONX,HEAT/HOT WATER,FLOORING/STAIRS,Street Condition,Derelict Vehicle,Request Large Bulky Item Collection,Derelict Vehicles,Water System,UNSANITARY CONDITION,Noise - Residential,PLUMBING,PAINT/PLASTER,Street Light Condition,Illegal Parking,Blocked Driveway,DOOR/WINDOW,"(1324,)",215,36.0,33.0,30.0,28.0,28.0,27.0,89,87.0,76.0,69.0,61.0,59.0,48.0,40.0
2019-04-02,BROOKLYN,Request Large Bulky Item Collection,Derelict Vehicles,PAINT/PLASTER,Electronics Waste,PLUMBING,Sanitation Condition,Traffic Signal Condition,Illegal Parking,HEAT/HOT WATER,Blocked Driveway,Noise - Residential,Street Condition,Street Light Condition,UNSANITARY CONDITION,General Construction/Plumbing,"(2623,)",244,67.0,63.0,59.0,57.0,54.0,49.0,204,194.0,165.0,137.0,91.0,90.0,89.0,83.0
2019-04-02,MANHATTAN,HEAT/HOT WATER,UNSANITARY CONDITION,Taxi Complaint,Noise - Street/Sidewalk,Noise - Vehicle,Noise - Commercial,General Construction/Plumbing,Noise,Illegal Parking,Noise - Residential,Street Condition,Request Large Bulky Item Collection,Street Light Condition,For Hire Vehicle Complaint,Traffic Signal Condition,"(1298,)",119,31.0,30.0,27.0,24.0,22.0,21.0,98,82.0,70.0,63.0,59.0,55.0,36.0,34.0
2019-04-02,QUEENS,Request Large Bulky Item Collection,Derelict Vehicle,Derelict Vehicles,General Construction/Plumbing,UNSANITARY CONDITION,Building/Use,Noise,Noise - Residential,Blocked Driveway,Illegal Parking,Street Condition,Street Light Condition,HEAT/HOT WATER,Noise - Vehicle,Water System,"(2183,)",242,60.0,55.0,48.0,43.0,42.0,40.0,168,164.0,156.0,122.0,95.0,76.0,71.0,60.0
2019-04-02,STATEN ISLAND,Street Condition,Blocked Driveway,Noise - Residential,Sewer,Derelict Vehicles,Sidewalk Condition,Building/Use,Request Large Bulky Item Collection,Missed Collection (All Materials),Electronics Waste,Illegal Parking,Derelict Vehicle,Water System,Sanitation Condition,Dirty Conditions,"(472,)",59,17.0,13.0,9.0,8.0,7.0,7.0,57,38.0,36.0,33.0,23.0,21.0,19.0,19.0
2019-04-02,Unspecified,Benefit Card Replacement,DOF Parking - Request Copy,Question,Noise - Residential,Traffic Signal Condition,Illegal Parking,Housing Options,DOF Parking - Payment Issue,Highway Condition,HPD Literature Request,Street Condition,Maintenance or Facility,DCA / DOH New License Application Request,DOF Parking - Request Status,Highway Sign - Damaged,"(136,)",34,3.0,2.0,2.0,2.0,2.0,2.0,20,19.0,13.0,9.0,7.0,5.0,3.0,3.0
2019-04-03,NYC,Request Large Bulky Item Collection,PAINT/PLASTER,Dirty Conditions,General Construction/Plumbing,Traffic Signal Condition,Water System,Sanitation Condition,Illegal Parking,Noise - Residential,Street Light Condition,HEAT/HOT WATER,Blocked Driveway,Street Condition,Noise,UNSANITARY CONDITION,"(7935,)",621,199.0,187.0,186.0,166.0,147.0,135.0,555,446.0,426.0,387.0,374.0,324.0,228.0,223.0
2019-04-03,BRONX,HEAT/HOT WATER,FLOORING/STAIRS,Request Large Bulky Item Collection,Street Condition,DOOR/WINDOW,Water System,Elevator,Street Light Condition,UNSANITARY CONDITION,Noise - Residential,Illegal Parking,PAINT/PLASTER,Blocked Driveway,PLUMBING,WATER LEAK,"(1199,)",125,30.0,28.0,25.0,23.0,22.0,22.0,110,75.0,72.0,64.0,64.0,54.0,50.0,38.0
2019-04-03,BROOKLYN,Request Large Bulky Item Collection,General Construction/Plumbing,PAINT/PLASTER,Traffic Signal Condition,Derelict Vehicles,Sanitation Condition,Dirty Conditions,Illegal Parking,Blocked Driveway,Noise - Residential,HEAT/HOT WATER,Street Light Condition,Noise,Street Condition,UNSANITARY CONDITION,"(2508,)",231,74.0,71.0,62.0,52.0,52.0,50.0,208,160.0,124.0,112.0,107.0,76.0,75.0,74.0
2019-04-03,MANHATTAN,Noise - Residential,Noise - Street/Sidewalk,Homeless Person Assistance,PAINT/PLASTER,General Construction/Plumbing,PLUMBING,Traffic Signal Condition,Noise,Street Light Condition,HEAT/HOT WATER,Illegal Parking,Street Condition,UNSANITARY CONDITION,Noise - Commercial,Request Large Bulky Item Collection,"(1489,)",113,47.0,43.0,40.0,37.0,33.0,27.0,98,93.0,87.0,82.0,55.0,51.0,48.0,47.0
2019-04-03,QUEENS,Request Large Bulky Item Collection,HEAT/HOT WATER,Traffic Signal Condition,Derelict Vehicle,Water System,General Construction/Plumbing,Derelict Vehicles,Illegal Parking,Street Condition,Blocked Driveway,Noise - Residential,Street Light Condition,Dirty Conditions,Graffiti,Noise - Vehicle,"(2185,)",245,60.0,53.0,52.0,49.0,44.0,44.0,171,139.0,130.0,124.0,114.0,87.0,72.0,69.0
2019-04-03,STATEN ISLAND,Request Large Bulky Item Collection,Noise - Residential,Sidewalk Condition,General Construction/Plumbing,Water System,Sewer,Noise,Electronics Waste,Missed Collection (All Materials),Illegal Parking,Street Condition,Derelict Vehicle,Blocked Driveway,Sanitation Condition,Dirty Conditions,"(445,)",70,13.0,12.0,10.0,10.0,8.0,8.0,42,31.0,28.0,28.0,19.0,18.0,16.0,15.0
2019-04-03,Unspecified,Benefit Card Replacement,Damaged Tree,Consumer Complaint,Street Condition,Illegal Parking,HPD Literature Request,Violation of Park Rules,DOF Parking - Payment Issue,DCA / DOH New License Application Request,Highway Condition,Question,Taxi Compliment,Maintenance or Facility,Traffic Signal Condition,DOF Parking - Request Status,"(109,)",42,3.0,3.0,2.0,2.0,2.0,2.0,16,6.0,6.0,5.0,3.0,3.0,3.0,3.0
2019-04-04,NYC,Request Large Bulky Item Collection,PAINT/PLASTER,General Construction/Plumbing,Noise,Sanitation Condition,Derelict Vehicles,Missed Collection (All Materials),Illegal Parking,HEAT/HOT WATER,Noise - Residential,Blocked Driveway,Street Condition,Street Light Condition,UNSANITARY CONDITION,Water System,"(7892,)",617,181.0,178.0,170.0,154.0,146.0,144.0,577,523.0,500.0,381.0,335.0,262.0,241.0,188.0
2019-04-04,BRONX,HEAT/HOT WATER,Request Large Bulky Item Collection,WATER LEAK,FLOORING/STAIRS,Derelict Vehicles,GENERAL,Elevator,Noise - Residential,Illegal Parking,PAINT/PLASTER,Blocked Driveway,UNSANITARY CONDITION,DOOR/WINDOW,PLUMBING,Street Condition,"(1217,)",166,43.0,28.0,28.0,23.0,20.0,20.0,108,74.0,71.0,71.0,62.0,52.0,49.0,44.0
2019-04-04,BROOKLYN,Request Large Bulky Item Collection,Sanitation Condition,Derelict Vehicles,PAINT/PLASTER,Electronics Waste,Water System,Missed Collection (All Materials),Illegal Parking,HEAT/HOT WATER,Blocked Driveway,Street Light Condition,Noise - Residential,UNSANITARY CONDITION,Street Condition,General Construction/Plumbing,"(2741,)",226,66.0,65.0,61.0,59.0,58.0,57.0,223,174.0,158.0,155.0,123.0,93.0,90.0,70.0
2019-04-04,MANHATTAN,Noise - Residential,General Construction/Plumbing,Traffic Signal Condition,UNSANITARY CONDITION,Noise - Vehicle,Taxi Complaint,Water System,HEAT/HOT WATER,Illegal Parking,Noise,Request Large Bulky Item Collection,Noise - Commercial,Noise - Street/Sidewalk,Street Condition,For Hire Vehicle Complaint,"(1353,)",134,31.0,29.0,29.0,26.0,25.0,24.0,103,83.0,76.0,62.0,53.0,53.0,50.0,39.0
2019-04-04,QUEENS,Request Large Bulky Item Collection,UNSANITARY CONDITION,General Construction/Plumbing,Derelict Vehicles,Noise - Vehicle,Building/Use,Missed Collection (All Materials),Illegal Parking,Blocked Driveway,Noise - Residential,Street Condition,Street Light Condition,HEAT/HOT WATER,Water System,Derelict Vehicle,"(1984,)",243,50.0,49.0,47.0,45.0,39.0,36.0,170,132.0,124.0,111.0,82.0,74.0,71.0,52.0
