,address_type,agency,agency_name,bbl,borough,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,latitude,location,location_type,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,status,street_name,taxi_company_borough,taxi_pick_up_location,unique_key,x_coordinate_state_plane,y_coordinate_state_plane
280,ADDRESS,NYPD,New York City Police Department,3027240024,BROOKLYN,BROOKLYN,2019-06-08T02:20:02.000,01 BROOKLYN,Noise - Street/Sidewalk,2019-06-08T00:45:16.000,BQE WB ENTRANCE MEEKER AVE,BAYARD STREET,Loud Talking,2019-06-08T08:45:16.000,Precinct,477 GRAHAM AVENUE,11222,,,40.71985844950712,"{'type': 'Point', 'coordinates': [-73.945832984737, 40.719858449507]}",Street/Sidewalk,-73.94583298473681,MOBILE,BROOKLYN,Unspecified,2019-06-08T01:09:24.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,GRAHAM AVENUE,,,42896998,999265,201545
281,ADDRESS,DOHMH,Department of Health and Mental Hygiene,4007840003,QUEENS,ASTORIA,,01 QUEENS,Standing Water,2019-06-08T00:45:27.000,43 STREET,45 STREET,Other - Explain Below,2019-07-08T00:45:27.000,N/A,43-05 DITMARS BOULEVARD,11105,,,40.77125664628456,"{'type': 'Point', 'coordinates': [-73.903788806845, 40.771256646285]}",Other,-73.90378880684548,ONLINE,QUEENS,Unspecified,,The Department of Health and Mental Hygiene will review this Service Request. These types of complaints usually result in agency contact or an inspection. Status will be available at www.nyc.gov/311 within 30 days of the date you submitted the request. Note the Service Request number for future reference.,Open,DITMARS BOULEVARD,,,42895969,1010899,220281
282,ADDRESS,NYPD,New York City Police Department,3078440049,BROOKLYN,BROOKLYN,,18 BROOKLYN,Blocked Driveway,2019-06-08T00:45:53.000,AVENUE L,AVENUE M,No Access,2019-06-08T08:45:53.000,Precinct,2010 SCHENECTADY AVENUE,11234,,,40.6227618085812,"{'type': 'Point', 'coordinates': [-73.930223856246, 40.622761808581]}",Street/Sidewalk,-73.93022385624639,PHONE,BROOKLYN,Unspecified,,"Your complaint has been forwarded to the New York Police Department for a non-emergency response. If the police determine the vehicle is illegally parked, they will ticket the vehicle and then you may either contact a private towing company to remove the vehicle or ask your local precinct to contact 'rotation tow'. Any fees charged for towing will have to be paid by the vehicle owner. 311 will have additional information in 8 hours. Please note your service request number for future reference.",Open,SCHENECTADY AVENUE,,,42898044,1003620,166173
283,ADDRESS,NYPD,New York City Police Department,2028710094,BRONX,BRONX,,04 BRONX,Noise - Vehicle,2019-06-08T00:45:56.000,WEST 169 STREET,WEST 170 STREET,Car/Truck Music,2019-06-08T08:45:56.000,Precinct,1365 CROMWELL AVENUE,10452,,,40.83987093117507,"{'type': 'Point', 'coordinates': [-73.920317757617, 40.839870931175]}",Street/Sidewalk,-73.92031775761657,PHONE,BRONX,Unspecified,2019-06-08T02:11:44.000,Your complaint has been received by the Police Department and additional information will be available later.,Assigned,CROMWELL AVENUE,,,42899650,1006298,245275
284,ADDRESS,NYPD,New York City Police Department,1016260021,MANHATTAN,NEW YORK,2019-06-08T01:54:59.000,11 MANHATTAN,Noise - Street/Sidewalk,2019-06-08T00:46:03.000,EAST 98 STREET,EAST 99 STREET,Loud Music/Party,2019-06-08T08:46:03.000,Precinct,1539 LEXINGTON AVENUE,10029,,,40.7874496154171,"{'type': 'Point', 'coordinates': [-73.949764748162, 40.787449615417]}",Street/Sidewalk,-73.94976474816164,MOBILE,MANHATTAN,Unspecified,2019-06-08T01:54:59.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,LEXINGTON AVENUE,,,42896982,998161,226170
285,ADDRESS,NYPD,New York City Police Department,1019440055,MANHATTAN,NEW YORK,2019-06-08T01:57:03.000,10 MANHATTAN,Noise - Residential,2019-06-08T00:46:05.000,MANHATTAN AVENUE,MORNINGSIDE AVENUE,Loud Talking,2019-06-08T08:46:05.000,Precinct,352 WEST 118 STREET,10026,,,40.806500690756195,"{'type': 'Point', 'coordinates': [-73.956288493398, 40.806500690756]}",Residential Building/House,-73.9562884933983,ONLINE,MANHATTAN,Unspecified,2019-06-08T01:57:03.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,WEST 118 STREET,,,42905778,996351,233110
286,ADDRESS,TLC,Taxi and Limousine Commission,1010250019,MANHATTAN,NEW YORK,,05 MANHATTAN,For Hire Vehicle Complaint,2019-06-08T00:46:13.000,WEST 53 STREET,WEST 54 STREET,Driver Complaint,2019-06-22T00:46:13.000,N/A,1691 BROADWAY,10019,,,40.76352241762585,"{'type': 'Point', 'coordinates': [-73.982748327896, 40.763522417626]}",Street,-73.98274832789612,ONLINE,MANHATTAN,Unspecified,,The Taxi and Limousine Commission will send a confirmation letter in 14 days to confirm your complaint details.  At the hearing you may be required to provide information regarding this complaint.  Please note your Service Request number for future reference.,Open,BROADWAY,,,42899609,989029,217449
287,ADDRESS,NYPD,New York City Police Department,4005430133,QUEENS,ASTORIA,,01 QUEENS,Illegal Parking,2019-06-08T00:46:45.000,21 STREET,23 STREET,Blocked Hydrant,2019-06-08T08:46:45.000,Precinct,21-12 27 ROAD,11102,,,40.77148445907047,"{'type': 'Point', 'coordinates': [-73.926096675347, 40.77148445907]}",Street/Sidewalk,-73.92609667534664,ONLINE,QUEENS,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,Open,27 ROAD,,,42894769,1004720,220358
288,ADDRESS,NYPD,New York City Police Department,3017620069,BROOKLYN,BROOKLYN,2019-06-08T02:34:28.000,03 BROOKLYN,Noise - Residential,2019-06-08T00:46:58.000,WILLOUGHBY AVENUE,DEKALB AVENUE,Loud Music/Party,2019-06-08T08:46:58.000,Precinct,234 SPENCER STREET,11205,,,40.69151155655348,"{'type': 'Point', 'coordinates': [-73.954575305656, 40.691511556553]}",Residential Building/House,-73.95457530565555,ONLINE,BROOKLYN,Unspecified,2019-06-08T01:39:20.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,SPENCER STREET,,,42905225,996847,191216
289,ADDRESS,NYPD,New York City Police Department,3026860021,BROOKLYN,BROOKLYN,2019-06-08T02:11:44.000,01 BROOKLYN,Noise - Street/Sidewalk,2019-06-08T00:47:08.000,DRIGGS AVENUE,NASSAU AVENUE,Loud Music/Party,2019-06-08T08:47:08.000,Precinct,123 RUSSELL STREET,11222,,,40.72469675548105,"{'type': 'Point', 'coordinates': [-73.944357074183, 40.724696755481]}",Street/Sidewalk,-73.94435707418286,ONLINE,BROOKLYN,Unspecified,2019-06-08T02:11:44.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,RUSSELL STREET,,,42905824,999673,203308
290,INTERSECTION,NYPD,New York City Police Department,,BROOKLYN,BROOKLYN,2019-06-08T00:59:59.000,12 BROOKLYN,Noise - Street/Sidewalk,2019-06-08T00:47:25.000,,,Loud Music/Party,2019-06-08T08:47:25.000,Precinct,,11219,52 STREET,FORT HAMILTON PARKWAY,40.636935115458016,"{'type': 'Point', 'coordinates': [-73.999809038684, 40.636935115458]}",Street/Sidewalk,-73.99980903868415,ONLINE,BROOKLYN,Unspecified,2019-06-08T00:59:59.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,,,,42904359,984303,171329
291,INTERSECTION,NYPD,New York City Police Department,,BRONX,BRONX,2019-06-08T01:52:54.000,09 BRONX,Noise - Vehicle,2019-06-08T00:47:29.000,,,Car/Truck Music,2019-06-08T08:47:29.000,Precinct,,10473,LACOMBE AVENUE,ROSEDALE AVENUE,40.814529874515266,"{'type': 'Point', 'coordinates': [-73.865218890112, 40.814529874515]}",Street/Sidewalk,-73.86521889011219,PHONE,BRONX,Unspecified,2019-06-08T01:52:54.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,,,,42901398,1021558,236061
292,ADDRESS,NYPD,New York City Police Department,1019030032,MANHATTAN,NEW YORK,,10 MANHATTAN,Noise - Street/Sidewalk,2019-06-08T00:47:38.000,WEST 118 STREET,WEST 119 STREET,Loud Music/Party,2019-06-08T08:47:38.000,Precinct,165 LENOX AVENUE,10026,,,40.80352498029282,"{'type': 'Point', 'coordinates': [-73.948596756369, 40.803524980293]}",Street/Sidewalk,-73.94859675636894,MOBILE,MANHATTAN,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,Open,LENOX AVENUE,,,42895148,998481,232027
293,ADDRESS,NYPD,New York City Police Department,4006630004,QUEENS,ASTORIA,,01 QUEENS,Noise - Commercial,2019-06-08T00:47:41.000,28 AVENUE,30 AVENUE,Loud Music/Party,2019-06-08T08:47:41.000,Precinct,28-43 STEINWAY STREET,11103,,,40.76519603662928,"{'type': 'Point', 'coordinates': [-73.913919957741, 40.765196036629]}",Club/Bar/Restaurant,-73.91391995774092,PHONE,QUEENS,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,Open,STEINWAY STREET,,,42899625,1008095,218070
294,ADDRESS,NYPD,New York City Police Department,1022240035,MANHATTAN,NEW YORK,2019-06-08T02:35:31.000,12 MANHATTAN,Noise - Street/Sidewalk,2019-06-08T00:47:45.000,DYCKMAN STREET,ACADEMY STREET,Loud Music/Party,2019-06-08T08:47:45.000,Precinct,124 SHERMAN AVENUE,10034,,,40.864106799601885,"{'type': 'Point', 'coordinates': [-73.924594603755, 40.864106799602]}",Street/Sidewalk,-73.9245946037555,MOBILE,MANHATTAN,Unspecified,2019-06-08T01:42:26.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,SHERMAN AVENUE,,,42899968,1005107,254104
295,ADDRESS,NYPD,New York City Police Department,1020740040,MANHATTAN,NEW YORK,,09 MANHATTAN,Noise - Street/Sidewalk,2019-06-08T00:47:53.000,WEST 142 STREET,WEST 143 STREET,Loud Music/Party,2019-06-08T08:47:53.000,Precinct,126 HAMILTON PLACE,10031,,,40.82395144740735,"{'type': 'Point', 'coordinates': [-73.949162697659, 40.823951447407]}",Street/Sidewalk,-73.94916269765878,MOBILE,MANHATTAN,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,Open,HAMILTON PLACE,,,42898212,998320,239469
296,ADDRESS,NYPD,New York City Police Department,,BRONX,BRONX,2019-06-08T02:03:29.000,03 BRONX,Noise - Residential,2019-06-08T00:47:56.000,JACKSON AVENUE,FOREST AVENUE,Loud Music/Party,2019-06-08T08:47:56.000,Precinct,MCKINLEY HOUSES BUILDING 4,10456,,,40.82187064875521,"{'type': 'Point', 'coordinates': [-73.905215048165, 40.821870648755]}",Residential Building/House,-73.90521504816479,ONLINE,BRONX,Unspecified,2019-06-08T02:03:29.000,This complaint does not fall under the Police Department's jurisdiction.,Closed,MCKINLEY HOUSES BUILDING 4,,,42902247,1010484,238721
297,ADDRESS,NYPD,New York City Police Department,3075790010,BROOKLYN,BROOKLYN,,18 BROOKLYN,Noise - Residential,2019-06-08T00:48:00.000,AURELIA COURT,NEW YORK AVENUE,Loud Music/Party,2019-06-08T08:48:00.000,Precinct,1655 FLATBUSH AVENUE,11210,,,40.63009555648367,"{'type': 'Point', 'coordinates': [-73.944756586433, 40.630095556484]}",Residential Building/House,-73.94475658643252,PHONE,BROOKLYN,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,Open,FLATBUSH AVENUE,,,42901302,999584,168842
298,ADDRESS,NYPD,New York City Police Department,2026037501,BRONX,BRONX,,02 BRONX,Noise - Residential,2019-06-08T00:48:01.000,EAST 149 STREET,AVENUE ST JOHN,Loud Music/Party,2019-06-08T08:48:01.000,Precinct,540 SOUTHERN BOULEVARD,10455,,,40.812268311440235,"{'type': 'Point', 'coordinates': [-73.903642819518, 40.81226831144]}",Residential Building/House,-73.90364281951838,ONLINE,BRONX,Unspecified,2019-06-08T00:52:49.000,Your complaint has been received by the Police Department and additional information will be available later.,Assigned,SOUTHERN BOULEVARD,,,42901310,1010923,235223
299,INTERSECTION,NYPD,New York City Police Department,,BRONX,BRONX,2019-06-08T01:52:53.000,07 BRONX,Noise - Street/Sidewalk,2019-06-08T00:48:08.000,,,Loud Music/Party,2019-06-08T08:48:08.000,Precinct,,10467,GUN HILL ROAD,DECATUR AVENUE,40.87874517173577,"{'type': 'Point', 'coordinates': [-73.872545219576, 40.878745171736]}",Street/Sidewalk,-73.87254521957551,PHONE,BRONX,Unspecified,2019-06-08T01:52:53.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,,,,42905804,1019496,259454
300,ADDRESS,NYPD,New York City Police Department,3064690001,BROOKLYN,BROOKLYN,2019-06-08T01:39:18.000,11 BROOKLYN,Noise - Street/Sidewalk,2019-06-08T00:48:24.000,BAY 26 STREET,21 AVENUE,Loud Talking,2019-06-08T08:48:24.000,Precinct,2078 CROPSEY AVENUE,11214,,,40.59898012199595,"{'type': 'Point', 'coordinates': [-74.0010514907, 40.598980121996]}",Street/Sidewalk,-74.00105149070008,MOBILE,BROOKLYN,Unspecified,2019-06-08T01:39:18.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,CROPSEY AVENUE,,,42895524,983958,157501
301,ADDRESS,NYPD,New York City Police Department,4024160052,QUEENS,WOODSIDE,,02 QUEENS,Blocked Driveway,2019-06-08T00:48:28.000,51 AVENUE,67 STREET,No Access,2019-06-08T08:48:28.000,Precinct,66-31 GARFIELD AVENUE,11377,,,40.735713173606065,"{'type': 'Point', 'coordinates': [-73.898571883689, 40.735713173606]}",Street/Sidewalk,-73.89857188368852,PHONE,QUEENS,Unspecified,,"Your complaint has been forwarded to the New York Police Department for a non-emergency response. If the police determine the vehicle is illegally parked, they will ticket the vehicle and then you may either contact a private towing company to remove the vehicle or ask your local precinct to contact 'rotation tow'. Any fees charged for towing will have to be paid by the vehicle owner. 311 will have additional information in 8 hours. Please note your service request number for future reference.",Open,GARFIELD AVENUE,,,42896476,1012359,207333
302,ADDRESS,NYPD,New York City Police Department,2033330063,BRONX,BRONX,,07 BRONX,Noise - Street/Sidewalk,2019-06-08T00:48:40.000,PERRY AVENUE,HULL AVENUE,Loud Music/Party,2019-06-08T08:48:40.000,Precinct,333 EAST MOSHOLU PARKWAY NORTH,10467,,,40.871677687072705,"{'type': 'Point', 'coordinates': [-73.880332664943, 40.871677687073]}",Street/Sidewalk,-73.88033266494286,MOBILE,BRONX,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,Open,EAST MOSHOLU PARKWAY NORTH,,,42898208,1017346,256876
303,ADDRESS,NYPD,New York City Police Department,1017170069,MANHATTAN,NEW YORK,,10 MANHATTAN,Noise - Street/Sidewalk,2019-06-08T00:48:51.000,WEST 118 STREET,WEST 119 STREET,Loud Music/Party,2019-06-08T08:48:51.000,Precinct,170 LENOX AVENUE,10026,,,40.80366490643547,"{'type': 'Point', 'coordinates': [-73.948473837956, 40.803664906435]}",Street/Sidewalk,-73.94847383795637,MOBILE,MANHATTAN,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,Open,LENOX AVENUE,,,42901074,998515,232078
304,ADDRESS,NYPD,New York City Police Department,4006630009,QUEENS,ASTORIA,,01 QUEENS,Noise - Street/Sidewalk,2019-06-08T00:48:55.000,28 AVENUE,30 AVENUE,Loud Talking,2019-06-08T08:48:55.000,Precinct,28-27 STEINWAY STREET,11103,,,40.76521249428116,"{'type': 'Point', 'coordinates': [-73.91390549653, 40.765212494281]}",Street/Sidewalk,-73.9139054965303,ONLINE,QUEENS,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,Open,STEINWAY STREET,,,42904049,1008099,218076
305,ADDRESS,NYPD,New York City Police Department,1002560014,MANHATTAN,NEW YORK,,03 MANHATTAN,Noise - Street/Sidewalk,2019-06-08T00:49:06.000,RUTGERS STREET,PEDESTRIAN PATH,Loud Talking,2019-06-08T08:49:06.000,Precinct,282 CHERRY STREET,10002,,,40.71138654745965,"{'type': 'Point', 'coordinates': [-73.988356384194, 40.71138654746]}",Street/Sidewalk,-73.98835638419392,MOBILE,MANHATTAN,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,Open,CHERRY STREET,,,42898217,987478,198454
306,ADDRESS,NYPD,New York City Police Department,3051350053,BROOKLYN,BROOKLYN,,17 BROOKLYN,Derelict Vehicle,2019-06-08T00:49:11.000,TILDEN AVENUE,BEVERLEY ROAD,With License Plate,2019-06-08T08:49:11.000,Precinct,2359 BEDFORD AVENUE,11226,,,40.646028153341256,"{'type': 'Point', 'coordinates': [-73.955341392209, 40.646028153341]}",Street/Sidewalk,-73.95534139220867,ONLINE,BROOKLYN,Unspecified,2019-06-08T01:42:26.000,Your complaint has been received by the Police Department and additional information will be available later.,Assigned,BEDFORD AVENUE,,,42901210,996643,174645
307,ADDRESS,NYPD,New York City Police Department,3046400014,BROOKLYN,BROOKLYN,,17 BROOKLYN,Noise - Vehicle,2019-06-08T00:49:28.000,CLARKSON AVENUE,LENOX ROAD,Car/Truck Music,2019-06-08T08:49:28.000,Precinct,116 EAST 54 STREET,11203,,,40.656276384398154,"{'type': 'Point', 'coordinates': [-73.926973954436, 40.656276384398]}",Street/Sidewalk,-73.92697395443561,PHONE,BROOKLYN,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,Open,EAST 54 STREET,,,42900990,1004512,178384
308,ADDRESS,NYPD,New York City Police Department,2024570029,BRONX,BRONX,,04 BRONX,Noise - Street/Sidewalk,2019-06-08T00:49:36.000,EAST 167 STREET,EAST 168 STREET,Loud Music/Party,2019-06-08T08:49:36.000,Precinct,1221 SHERIDAN AVENUE,10456,,,40.834573486256446,"{'type': 'Point', 'coordinates': [-73.916229725365, 40.834573486256]}",Street/Sidewalk,-73.9162297253649,PHONE,BRONX,Unspecified,2019-06-08T01:53:56.000,Your complaint has been received by the Police Department and additional information will be available later.,Assigned,SHERIDAN AVENUE,,,42898182,1007431,243346
309,ADDRESS,NYPD,New York City Police Department,1021290016,MANHATTAN,NEW YORK,,12 MANHATTAN,Noise - Residential,2019-06-08T00:49:49.000,AUDUBON AVENUE,ST NICHOLAS AVENUE,Loud Music/Party,2019-06-08T08:49:49.000,Precinct,552 WEST 173 STREET,10032,,,40.843693366531305,"{'type': 'Point', 'coordinates': [-73.936483303633, 40.843693366531]}",Residential Building/House,-73.9364833036332,ONLINE,MANHATTAN,Unspecified,2019-06-08T01:13:36.000,Your complaint has been received by the Police Department and additional information will be available later.,Assigned,WEST 173 STREET,,,42902796,1001824,246664
310,ADDRESS,NYPD,New York City Police Department,2027200005,BRONX,BRONX,,02 BRONX,Noise - Residential,2019-06-08T00:49:54.000,BEND,EAST 156 STREET,Loud Music/Party,2019-06-08T08:49:54.000,Precinct,712 FOX STREET,10455,,,40.81468264138027,"{'type': 'Point', 'coordinates': [-73.899231867869, 40.81468264138]}",Residential Building/House,-73.89923186786936,MOBILE,BRONX,Unspecified,2019-06-08T01:01:06.000,Your complaint has been received by the Police Department and additional information will be available later.,Assigned,FOX STREET,,,42896921,1012143,236104
311,ADDRESS,NYPD,New York City Police Department,3020190040,BROOKLYN,BROOKLYN,,02 BROOKLYN,Noise - Residential,2019-06-08T00:50:15.000,GRAND AVENUE,CLASSON AVENUE,Loud Music/Party,2019-06-08T08:50:15.000,Precinct,130 LEFFERTS PLACE,11238,,,40.680929402277044,"{'type': 'Point', 'coordinates': [-73.959064052268, 40.680929402277]}",Residential Building/House,-73.9590640522676,ONLINE,BROOKLYN,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,Open,LEFFERTS PLACE,,,42898486,995604,187360
312,ADDRESS,NYPD,New York City Police Department,2028330006,BRONX,BRONX,,04 BRONX,Noise - Street/Sidewalk,2019-06-08T00:50:17.000,EAST 170 STREET,EAST 171 STREET,Loud Music/Party,2019-06-08T08:50:17.000,Precinct,1414 WYTHE PLACE,10452,,,40.83959801867678,"{'type': 'Point', 'coordinates': [-73.914817544204, 40.839598018677]}",Street/Sidewalk,-73.91481754420363,MOBILE,BRONX,Unspecified,2019-06-08T01:53:55.000,Your complaint has been received by the Police Department and additional information will be available later.,Assigned,WYTHE PLACE,,,42904018,1007820,245177
313,ADDRESS,NYPD,New York City Police Department,3003950028,BROOKLYN,BROOKLYN,2019-06-08T01:26:58.000,02 BROOKLYN,Noise - Street/Sidewalk,2019-06-08T00:50:18.000,3 AVENUE,4 AVENUE,Loud Music/Party,2019-06-08T08:50:18.000,Precinct,54 ST MARKS PLACE,11217,,,40.68215101907033,"{'type': 'Point', 'coordinates': [-73.980815205042, 40.68215101907]}",Street/Sidewalk,-73.98081520504245,PHONE,BROOKLYN,Unspecified,2019-06-08T01:26:58.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,ST MARKS PLACE,,,42902833,989571,187803
314,ADDRESS,NYPD,New York City Police Department,2051350051,BRONX,BRONX,,10 BRONX,Noise - Residential,2019-06-08T00:50:29.000,EINSTEIN LOOP,BEND,Banging/Pounding,2019-06-08T08:50:29.000,Precinct,4160 HUTCHINSON RIVER PARKWAY EAST,10475,,,40.865835048844154,"{'type': 'Point', 'coordinates': [-73.823273289046, 40.865835048844]}",Residential Building/House,-73.82327328904587,ONLINE,BRONX,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,Open,HUTCHINSON RIVER PARKWAY EAST,,,42905023,1033131,254774
315,ADDRESS,NYPD,New York City Police Department,4017690055,QUEENS,CORONA,,03 QUEENS,Noise - Commercial,2019-06-08T00:50:52.000,38 AVENUE,39 AVENUE,Loud Music/Party,2019-06-08T08:50:52.000,Precinct,38-12 104 STREET,11368,,,40.75132080038038,"{'type': 'Point', 'coordinates': [-73.862459391173, 40.75132080038]}",Club/Bar/Restaurant,-73.86245939117275,PHONE,QUEENS,Unspecified,2019-06-08T01:40:22.000,Your complaint has been received by the Police Department and additional information will be available later.,Assigned,104 STREET,,,42905478,1022358,213033
316,INTERSECTION,NYPD,New York City Police Department,,QUEENS,QUEENS VILLAGE,2019-06-08T01:01:04.000,13 QUEENS,Noise - Residential,2019-06-08T00:50:53.000,,,Loud Music/Party,2019-06-08T08:50:53.000,Precinct,,11429,99 AVENUE,216 STREET,40.71464085004433,"{'type': 'Point', 'coordinates': [-73.742925766076, 40.714640850044]}",Residential Building/House,-73.74292576607633,ONLINE,QUEENS,Unspecified,2019-06-08T01:01:04.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,,,,42905226,1055516,199744
317,ADDRESS,NYPD,New York City Police Department,2030100012,BRONX,BRONX,,03 BRONX,Noise - Street/Sidewalk,2019-06-08T00:51:06.000,EAST 173 STREET,EAST 174 STREET,Loud Music/Party,2019-06-08T08:51:06.000,Precinct,1690 LONGFELLOW AVENUE,10460,,,40.835117351345545,"{'type': 'Point', 'coordinates': [-73.884875897684, 40.835117351346]}",Street/Sidewalk,-73.88487589768442,MOBILE,BRONX,Unspecified,2019-06-08T00:57:54.000,Your complaint has been received by the Police Department and additional information will be available later.,Assigned,LONGFELLOW AVENUE,,,42895114,1016107,243554
318,ADDRESS,NYPD,New York City Police Department,2028040052,BRONX,BRONX,,05 BRONX,Noise - Street/Sidewalk,2019-06-08T00:51:11.000,MONROE AVENUE,ANTHONY AVENUE,Loud Music/Party,2019-06-08T08:51:11.000,Precinct,215 MOUNT HOPE PLACE,10457,,,40.84825562757735,"{'type': 'Point', 'coordinates': [-73.905282271165, 40.848255627577]}",Street/Sidewalk,-73.90528227116515,MOBILE,BRONX,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,Open,MOUNT HOPE PLACE,,,42901081,1010455,248334
319,ADDRESS,NYPD,New York City Police Department,3007660006,BROOKLYN,BROOKLYN,,07 BROOKLYN,Noise - Street/Sidewalk,2019-06-08T00:51:17.000,47 STREET,48 STREET,Loud Music/Party,2019-06-08T08:51:17.000,Precinct,4701 5 AVENUE,11220,,,40.64669799209991,"{'type': 'Point', 'coordinates': [-74.008648570181, 40.6466979921]}",Street/Sidewalk,-74.00864857018095,MOBILE,BROOKLYN,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,Open,5 AVENUE,,,42905496,981850,174886
320,INTERSECTION,NYPD,New York City Police Department,,BRONX,BRONX,,05 BRONX,Noise - Vehicle,2019-06-08T00:51:38.000,,,Car/Truck Music,2019-06-08T08:51:38.000,Precinct,,10457,EAST  182 STREET,RYER AVENUE,40.85566982241156,"{'type': 'Point', 'coordinates': [-73.899672239992, 40.855669822412]}",Street/Sidewalk,-73.89967223999186,PHONE,BRONX,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,Open,,,,42900992,1012004,251037
321,ADDRESS,NYPD,New York City Police Department,4055250008,QUEENS,FLUSHING,2019-06-08T01:43:30.000,07 QUEENS,Noise - Commercial,2019-06-08T00:51:42.000,AUBURNDALE LANE,172 STREET,Loud Music/Party,2019-06-08T08:51:42.000,Precinct,171-57 46 AVENUE,11358,,,40.753513815800986,"{'type': 'Point', 'coordinates': [-73.79427412365, 40.753513815801]}",Club/Bar/Restaurant,-73.79427412364971,ONLINE,QUEENS,Unspecified,2019-06-08T01:43:30.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,46 AVENUE,,,42899819,1041248,213869
322,ADDRESS,NYPD,New York City Police Department,1004450045,MANHATTAN,NEW YORK,2019-06-08T01:57:02.000,03 MANHATTAN,Noise - Residential,2019-06-08T00:52:26.000,2 AVENUE,1 AVENUE,Loud Music/Party,2019-06-08T08:52:26.000,Precinct,81 EAST 3 STREET,10003,,,40.72493742349642,"{'type': 'Point', 'coordinates': [-73.98832515421, 40.724937423496]}",Residential Building/House,-73.98832515420959,ONLINE,MANHATTAN,Unspecified,2019-06-08T01:57:02.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,EAST 3 STREET,,,42902246,987486,203391
