,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_name,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,latitude,location,location_type,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_company_borough,taxi_pick_up_location,unique_key,vehicle_type,x_coordinate_state_plane,y_coordinate_state_plane
3549,ADDRESS,DSNY,Department of Sanitation,1019210024,MANHATTAN,,,,NEW YORK,2019-01-20T00:00:00.000,10 MANHATTAN,Request Large Bulky Item Collection,2019-01-18T13:35:00.000,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,Request Large Bulky Item Collection,,N/A,115 WEST  136 STREET,10030,,,40.81509314717532,"{'type': 'Point', 'coordinates': [-73.941098715747, 40.815093147175]}",Sidewalk,-73.94109871574742,PHONE,MANHATTAN,Unspecified,2019-01-20T00:00:00.000,,,Closed,WEST  136 STREET,,,41462600,,1000554,236243
3550,ADDRESS,DSNY,Queens East 12,4129840051,QUEENS,,,,Jamaica,2019-01-18T13:35:00.000,12 QUEENS,Derelict Vehicles,2019-01-18T13:35:00.000,FARMERS BOULEVARD,DEAD END,14 Derelict Vehicles,,N/A,131-24 MATHEWSON COURT,11434,,,40.67868290991347,"{'type': 'Point', 'coordinates': [-73.761422634867, 40.678682909913]}",Street,-73.76142263486685,PHONE,QUEENS,Unspecified,2019-01-18T13:35:00.000,The Department of Sanitation removed the items.,,Pending,MATHEWSON COURT,,,41462873,,1050424,186629
3551,ADDRESS,DCA,Department of Consumer Affairs,4025570080,QUEENS,,,,MASPETH,2019-02-03T01:06:36.000,02 QUEENS,Consumer Complaint,2019-01-18T13:35:17.000,54 ROAD,55 AVENUE,Demand for Cash,2019-02-06T11:03:24.000,N/A,54-35 48 STREET,11378,,,40.72995720339423,"{'type': 'Point', 'coordinates': [-73.919099768836, 40.729957203394]}",,-73.9190997688359,PHONE,QUEENS,Unspecified,2019-02-03T01:06:36.000,"The Department of Consumer Affairs mailed you a complaint form. If you received the form and have not yet completed it, please do so. Be sure to follow the instructions on the form and return it to DCA with all required documentation.     311 can assist those who have not received the complaint form by creating a new Service Request. Additionally, 311 can assist those who returned the form but want to inquire about the status of the filed complaint.",,Closed,48 STREET,,,41461231,,1006672,205230
3552,ADDRESS,DCA,Department of Consumer Affairs,3044520530,BROOKLYN,,,,BROOKLYN,2019-02-03T01:06:34.000,05 BROOKLYN,Consumer Complaint,2019-01-18T13:36:05.000,BEND,ERSKINE STREET,Damaged/Defective Goods,2019-02-06T16:33:20.000,N/A,579 GATEWAY DRIVE,11239,,,40.65237225330299,"{'type': 'Point', 'coordinates': [-73.867445735084, 40.652372253303]}",,-73.86744573508425,PHONE,BROOKLYN,Unspecified,2019-02-03T01:06:34.000,"The Department of Consumer Affairs mailed you a complaint form. If you received the form and have not yet completed it, please do so. Be sure to follow the instructions on the form and return it to DCA with all required documentation.     311 can assist those who have not received the complaint form by creating a new Service Request. Additionally, 311 can assist those who returned the form but want to inquire about the status of the filed complaint.",,Closed,GATEWAY DRIVE,,,41460051,,1021031,176981
3553,ADDRESS,NYPD,New York City Police Department,5023590400,STATEN ISLAND,,,,STATEN ISLAND,2019-01-19T06:52:21.000,02 STATEN ISLAND,Illegal Parking,2019-01-18T13:36:22.000,LOTT LANE,BEND,Double Parked Blocking Traffic,2019-01-18T21:36:22.000,Precinct,40 YUKON AVENUE,10314,,,40.5747513150047,"{'type': 'Point', 'coordinates': [-74.164991857622, 40.574751315005]}",Street/Sidewalk,-74.1649918576217,PHONE,STATEN ISLAND,Unspecified,2019-01-19T06:52:21.000,The Police Department responded to the complaint and determined that police action was not necessary.,,Closed,YUKON AVENUE,,,41461052,,938415,148717
3554,ADDRESS,HPD,Department of Housing Preservation and Development,2025820034,BRONX,,,,BRONX,2019-01-20T02:06:59.000,01 BRONX,HEAT/HOT WATER,2019-01-18T13:36:35.000,,,ENTIRE BUILDING,,N/A,526 TINTON AVENUE,10455,,,40.81219105854694,"{'type': 'Point', 'coordinates': [-73.906489607755, 40.812191058547]}",RESIDENTIAL BUILDING,-73.90648960775535,PHONE,BRONX,Unspecified,2019-01-20T02:06:59.000,The Department of Housing Preservation and Development has closed this complaint administratively. More information can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,,Closed,TINTON AVENUE,,,41470846,,1010135,235194
3555,ADDRESS,HPD,Department of Housing Preservation and Development,1020480011,MANHATTAN,,,,NEW YORK,2019-01-20T18:26:28.000,10 MANHATTAN,HEAT/HOT WATER,2019-01-18T13:36:37.000,,,ENTIRE BUILDING,,N/A,560 ST NICHOLAS AVENUE,10030,,,40.819468305550586,"{'type': 'Point', 'coordinates': [-73.946904430131, 40.819468305551]}",RESIDENTIAL BUILDING,-73.94690443013138,PHONE,MANHATTAN,Unspecified,2019-01-20T18:26:28.000,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",,Closed,ST NICHOLAS AVENUE,,,41470885,,998946,237836
3556,ADDRESS,NYPD,New York City Police Department,2049570066,BRONX,,,,BRONX,2019-01-19T22:46:49.000,12 BRONX,Illegal Parking,2019-01-18T13:36:39.000,WILDER AVENUE,MURDOCK AVENUE,Posted Parking Sign Violation,2019-01-18T21:36:39.000,Precinct,1317 EAST 233 STREET,10466,,,40.88874126363356,"{'type': 'Point', 'coordinates': [-73.839483917978, 40.888741263634]}",Street/Sidewalk,-73.83948391797838,PHONE,BRONX,Unspecified,2019-01-19T22:46:49.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,EAST 233 STREET,,,41460830,,1028632,263111
3557,ADDRESS,HPD,Department of Housing Preservation and Development,2031640011,BRONX,,,,BRONX,2019-01-22T09:17:06.000,05 BRONX,HEAT/HOT WATER,2019-01-18T13:36:46.000,,,APARTMENT ONLY,,N/A,2320 CRESTON AVENUE,10468,,,40.8584235035626,"{'type': 'Point', 'coordinates': [-73.900532081766, 40.858423503563]}",RESIDENTIAL BUILDING,-73.90053208176607,PHONE,BRONX,Unspecified,2019-01-22T09:17:06.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,Closed,CRESTON AVENUE,,,41483703,,1011765,252040
3558,ADDRESS,HPD,Department of Housing Preservation and Development,3035950018,BROOKLYN,,,,BROOKLYN,2019-01-19T18:20:21.000,16 BROOKLYN,HEAT/HOT WATER,2019-01-18T13:36:57.000,,,ENTIRE BUILDING,,N/A,385 LEGION STREET,11212,,,40.65920845695814,"{'type': 'Point', 'coordinates': [-73.915866056112, 40.659208456958]}",RESIDENTIAL BUILDING,-73.91586605611167,PHONE,BROOKLYN,Unspecified,2019-01-19T18:20:21.000,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,,Closed,LEGION STREET,,,41467825,,1007593,179455
3559,ADDRESS,DSNY,BCC - Brooklyn South,3085550037,BROOKLYN,,,,BROOKLYN,2019-01-20T12:00:00.000,18 BROOKLYN,Sanitation Condition,2019-01-18T13:37:00.000,EAST 38 STREET,RYDER STREET,12 Dead Animals,,DSNY Garage,3802 AVENUE U,11234,,,40.60747349713106,"{'type': 'Point', 'coordinates': [-73.926137777947, 40.607473497131]}",Sidewalk,-73.92613777794747,ONLINE,BROOKLYN,Unspecified,2019-01-20T12:00:00.000,The Department of Sanitation investigated this complaint and found no condition at the location.,,Closed,AVENUE U,,,41457080,,1004759,160604
3560,,HRA,HRA Benefit Card Replacement,,Unspecified,,,,,2019-01-18T13:38:01.000,0 Unspecified,Benefit Card Replacement,2019-01-18T13:37:04.000,,,Medicaid,,N/A,,,,,,,NYC Street Address,,ONLINE,Unspecified,Unspecified,,"The Human Resources Administration received your request. If you are eligible for a benefit card replacement, you will receive it in 7 to 10 business days. No further updates will be available by calling 311 or on 311 Online.",,Closed,,,,41462151,,,
3561,ADDRESS,HPD,Department of Housing Preservation and Development,2024350014,BRONX,,,,BRONX,2019-01-20T02:07:59.000,04 BRONX,HEAT/HOT WATER,2019-01-18T13:37:06.000,,,ENTIRE BUILDING,,N/A,1220 COLLEGE AVENUE,10456,,,40.83320431040874,"{'type': 'Point', 'coordinates': [-73.913109234897, 40.833204310409]}",RESIDENTIAL BUILDING,-73.91310923489743,PHONE,BRONX,Unspecified,2019-01-20T02:07:59.000,The Department of Housing Preservation and Development has closed this complaint administratively. More information can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,,Closed,COLLEGE AVENUE,,,41474309,,1008295,242848
3562,ADDRESS,HPD,Department of Housing Preservation and Development,2028720001,BRONX,,,,BRONX,2019-01-23T10:07:36.000,04 BRONX,HEAT/HOT WATER,2019-01-18T13:37:07.000,,,ENTIRE BUILDING,,N/A,1372 SHAKESPEARE AVENUE,10452,,,40.84131287506417,"{'type': 'Point', 'coordinates': [-73.921736377385, 40.841312875064]}",RESIDENTIAL BUILDING,-73.92173637738514,MOBILE,BRONX,Unspecified,2019-01-23T10:07:36.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,Closed,SHAKESPEARE AVENUE,,,41492253,,1005905,245800
3563,ADDRESS,HPD,Department of Housing Preservation and Development,3016480038,BROOKLYN,,,,BROOKLYN,2019-01-29T10:44:53.000,03 BROOKLYN,UNSANITARY CONDITION,2019-01-18T13:37:12.000,,,GARBAGE/RECYCLING STORAGE,,N/A,842 MADISON STREET,11221,,,40.687713441147196,"{'type': 'Point', 'coordinates': [-73.924469560263, 40.687713441147]}",RESIDENTIAL BUILDING,-73.92446956026279,PHONE,BROOKLYN,Unspecified,2019-01-29T10:44:53.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,Closed,MADISON STREET,,,41553494,,1005197,189838
3564,ADDRESS,HPD,Department of Housing Preservation and Development,3016480038,BROOKLYN,,,,BROOKLYN,2019-01-29T10:44:52.000,03 BROOKLYN,FLOORING/STAIRS,2019-01-18T13:37:12.000,,,STAIRS,,N/A,842 MADISON STREET,11221,,,40.687713441147196,"{'type': 'Point', 'coordinates': [-73.924469560263, 40.687713441147]}",RESIDENTIAL BUILDING,-73.92446956026279,PHONE,BROOKLYN,Unspecified,2019-01-29T10:44:52.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,Closed,MADISON STREET,,,41553615,,1005197,189838
3565,ADDRESS,HPD,Department of Housing Preservation and Development,3016480038,BROOKLYN,,,,BROOKLYN,2019-01-29T10:44:52.000,03 BROOKLYN,FLOORING/STAIRS,2019-01-18T13:37:12.000,,,STAIRS,,N/A,842 MADISON STREET,11221,,,40.687713441147196,"{'type': 'Point', 'coordinates': [-73.924469560263, 40.687713441147]}",RESIDENTIAL BUILDING,-73.92446956026279,PHONE,BROOKLYN,Unspecified,2019-01-29T10:44:52.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,Closed,MADISON STREET,,,41555929,,1005197,189838
3566,ADDRESS,HPD,Department of Housing Preservation and Development,3016480038,BROOKLYN,,,,BROOKLYN,2019-01-29T10:44:53.000,03 BROOKLYN,GENERAL,2019-01-18T13:37:12.000,,,MAILBOX,,N/A,842 MADISON STREET,11221,,,40.687713441147196,"{'type': 'Point', 'coordinates': [-73.924469560263, 40.687713441147]}",RESIDENTIAL BUILDING,-73.92446956026279,PHONE,BROOKLYN,Unspecified,2019-01-29T10:44:53.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,,Closed,MADISON STREET,,,41557268,,1005197,189838
3567,ADDRESS,HPD,Department of Housing Preservation and Development,3016480038,BROOKLYN,,,,BROOKLYN,2019-01-30T11:27:36.000,03 BROOKLYN,GENERAL,2019-01-18T13:37:12.000,,,BELL/BUZZER/INTERCOM,,N/A,842 MADISON STREET,11221,,,40.687713441147196,"{'type': 'Point', 'coordinates': [-73.924469560263, 40.687713441147]}",RESIDENTIAL BUILDING,-73.92446956026279,PHONE,BROOKLYN,Unspecified,2019-01-30T11:27:36.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,Closed,MADISON STREET,,,41560263,,1005197,189838
3568,ADDRESS,NYPD,New York City Police Department,5032550048,STATEN ISLAND,,,,STATEN ISLAND,2019-01-18T19:02:29.000,02 STATEN ISLAND,Illegal Parking,2019-01-18T13:37:24.000,FOCH AVENUE,OLYMPIA BOULEVARD,Posted Parking Sign Violation,2019-01-18T21:37:24.000,Precinct,245 KENSINGTON AVENUE,10305,,,40.5923299154281,"{'type': 'Point', 'coordinates': [-74.074680819544, 40.592329915428]}",Street/Sidewalk,-74.07468081954393,MOBILE,STATEN ISLAND,Unspecified,2019-01-18T19:02:29.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,KENSINGTON AVENUE,,,41456377,,963509,155087
3569,ADDRESS,DFTA,Department for the Aging,5001820062,STATEN ISLAND,,,,STATEN ISLAND,2019-01-29T11:50:38.000,01 STATEN ISLAND,Housing - Low Income Senior,2019-01-18T13:37:26.000,,,N/A,2019-02-01T13:37:26.000,N/A,,10310,,,,,Senior Address,,PHONE,STATEN ISLAND,Unspecified,2019-01-29T11:50:38.000,"The Department for the Aging contacted you and provided the assistance requested.Â  No further updates will be available through 311.   If further assistance is needed, please open a new Service Request.",,Closed,,,,41462588,,,
3570,ADDRESS,HPD,Department of Housing Preservation and Development,3051000091,BROOKLYN,,,,BROOKLYN,2019-01-24T21:18:39.000,14 BROOKLYN,UNSANITARY CONDITION,2019-01-18T13:37:29.000,,,MOLD,,N/A,65 EAST   19 STREET,11226,,,40.647990264691344,"{'type': 'Point', 'coordinates': [-73.961826632869, 40.647990264691]}",RESIDENTIAL BUILDING,-73.96182663286919,PHONE,BROOKLYN,Unspecified,2019-01-24T21:18:39.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,Closed,EAST   19 STREET,,,41505033,,994843,175359
3571,ADDRESS,HPD,Department of Housing Preservation and Development,3051000091,BROOKLYN,,,,BROOKLYN,2019-01-24T21:18:39.000,14 BROOKLYN,FLOORING/STAIRS,2019-01-18T13:37:29.000,,,FLOOR,,N/A,65 EAST   19 STREET,11226,,,40.647990264691344,"{'type': 'Point', 'coordinates': [-73.961826632869, 40.647990264691]}",RESIDENTIAL BUILDING,-73.96182663286919,PHONE,BROOKLYN,Unspecified,2019-01-24T21:18:39.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,,Closed,EAST   19 STREET,,,41505042,,994843,175359
3572,ADDRESS,HPD,Department of Housing Preservation and Development,3051000091,BROOKLYN,,,,BROOKLYN,2019-01-24T21:18:39.000,14 BROOKLYN,UNSANITARY CONDITION,2019-01-18T13:37:29.000,,,MOLD,,N/A,65 EAST   19 STREET,11226,,,40.647990264691344,"{'type': 'Point', 'coordinates': [-73.961826632869, 40.647990264691]}",RESIDENTIAL BUILDING,-73.96182663286919,PHONE,BROOKLYN,Unspecified,2019-01-24T21:18:39.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,Closed,EAST   19 STREET,,,41512096,,994843,175359
3573,LATLONG,TLC,Taxi and Limousine Commission,,QUEENS,,,,MIDDLE VILLAGE,,05 QUEENS,Taxi Complaint,2019-01-18T13:37:32.000,,,Driver Complaint,2019-03-07T11:02:35.000,N/A,61-59 DRY HARBOR ROAD,11379,,,40.72526191837355,"{'type': 'Point', 'coordinates': [-73.871824965146, 40.725261918374]}",,-73.87182496514563,MOBILE,QUEENS,Unspecified,2019-02-05T11:02:35.000,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",,Assigned,DRY HARBOR ROAD,,Other,41461106,,1019777,203535
3574,,DOT,Department of Transportation,,Unspecified,West/Manhattan Bound,Long Island Expwy,College Point Blvd / Van Wyck Expwy (Exit 22 C-E) - Grand Central Pkwy (Exit 22 A-B),,2019-01-19T13:54:13.000,0 Unspecified,Highway Condition,2019-01-18T13:37:42.000,,,Pothole - Highway,2019-01-28T13:37:42.000,N/A,,,,,,,Highway,,ONLINE,Unspecified,Unspecified,2019-01-19T13:54:13.000,The Department of Transportation has completed the request or corrected the condition.,Roadway,Closed,,,,41459292,,,
3575,ADDRESS,HPD,Department of Housing Preservation and Development,2031640011,BRONX,,,,BRONX,2019-01-22T09:17:06.000,05 BRONX,HEAT/HOT WATER,2019-01-18T13:37:48.000,,,APARTMENT ONLY,,N/A,2320 CRESTON AVENUE,10468,,,40.8584235035626,"{'type': 'Point', 'coordinates': [-73.900532081766, 40.858423503563]}",RESIDENTIAL BUILDING,-73.90053208176607,ONLINE,BRONX,Unspecified,2019-01-22T09:17:06.000,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,,Closed,CRESTON AVENUE,,,41487837,,1011765,252040
3576,ADDRESS,DOF,Land Records,2043920025,BRONX,,,,BRONX,2019-01-22T14:11:02.000,11 BRONX,DOF Property - Update Account,2019-01-18T13:37:53.000,,,Billing Name Incorrect,2019-01-28T13:37:53.000,N/A,,10469,,,,,Property Address,,PHONE,BRONX,Unspecified,2019-01-22T14:11:02.000,See notes.,,Closed,,,,41456872,,,
3577,ADDRESS,DEP,Department of Environmental Protection,4115900061,QUEENS,,,,Howard Beach,2019-01-22T11:22:00.000,10 QUEENS,Noise,2019-01-18T13:38:00.000,155 AVE,156 AVE,"Noise, Barking Dog (NR5)",,N/A,155-19 LAHN STREET,11414,,,40.665427251166335,"{'type': 'Point', 'coordinates': [-73.838056818994, 40.665427251166]}",,-73.83805681899364,ONLINE,QUEENS,Unspecified,2019-01-22T11:22:00.000,The Department of Environmental Protection determined that an inspection is not warranted to investigate this complaint at this time and sent a letter to the complainant and/or respondent.,,Closed,LAHN STREET,,,41456606,,1029177,181751
3578,ADDRESS,DSNY,BCC - Brooklyn South,3066320001,BROOKLYN,,,,BROOKLYN,2019-01-18T13:38:00.000,11 BROOKLYN,Sanitation Condition,2019-01-18T13:38:00.000,AVENUE P,QUENTIN ROAD,15 Street Cond/Dump-Out/Drop-Off,,DSNY Garage,1601 DAHILL ROAD,11223,,,40.6083808488691,"{'type': 'Point', 'coordinates': [-73.97395753419, 40.608380848869]}",Street,-73.97395753419036,MOBILE,BROOKLYN,Unspecified,2019-01-18T13:38:00.000,The Department of Sanitation removed the items.,,Closed,DAHILL ROAD,,,41459043,,991481,160927
3579,ADDRESS,DSNY,BCC - Brooklyn South,3050620064,BROOKLYN,,,,BROOKLYN,2019-01-18T13:38:00.000,14 BROOKLYN,Litter Basket / Request,2019-01-18T13:38:00.000,OCEAN AVENUE,EAST 21 STREET,10 Litter Basket / Request,,DSNY Garage,2017 CATON AVENUE,11226,,,40.652280134214735,"{'type': 'Point', 'coordinates': [-73.961150254091, 40.652280134215]}",Sidewalk,-73.9611502540913,ONLINE,BROOKLYN,Unspecified,2019-01-18T13:38:00.000,Â A Litter Basket was placed at the location.,,Closed,CATON AVENUE,,,41463759,,995030,176922
3580,ADDRESS,DHS,Operations Unit - Department of Homeless Services,1000330011,MANHATTAN,,,,NEW YORK,2019-01-18T14:26:32.000,01 MANHATTAN,Homeless Person Assistance,2019-01-18T13:38:03.000,GOUVERNEUR LANE,WALL STREET,,2019-01-18T14:38:03.000,N/A,95 WALL STREET,10005,,,40.704931209203224,"{'type': 'Point', 'coordinates': [-74.007487548216, 40.704931209203]}",Street/Sidewalk,-74.00748754821632,PHONE,MANHATTAN,Unspecified,2019-01-18T14:26:32.000,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",,Closed,WALL STREET,,,41463347,,982174,196102
3581,ADDRESS,DOF,Correspondence Unit,3086640405,BROOKLYN,,,,BROOKLYN,2019-01-22T09:24:46.000,13 BROOKLYN,DOF Property - Request Copy,2019-01-18T13:38:27.000,,,Copy of Account Information,2019-01-23T13:38:27.000,N/A,,11235,,,,,Property Address,,PHONE,BROOKLYN,Unspecified,2019-01-22T09:24:46.000,The Department of Finance mailed the requested item.,,Closed,,,,41455299,,,
3582,ADDRESS,DOF,Payment Operations,3053730060,BROOKLYN,,,,BROOKLYN,2019-01-23T21:46:39.000,12 BROOKLYN,DOF Property - Payment Issue,2019-01-18T13:38:53.000,AVENUE C,CORTELYOU ROAD,Refund/Credit Info or Status,2019-01-28T13:38:53.000,N/A,541 EAST 4 STREET,11218,,,40.63908444631051,"{'type': 'Point', 'coordinates': [-73.975631830306, 40.639084446311]}",Property Address,-73.9756318303061,PHONE,BROOKLYN,Unspecified,2019-01-23T21:46:39.000,See notes.,,Closed,EAST 4 STREET,,,41459831,,991013,172113
3583,ADDRESS,DOB,Department of Buildings,3015200039,BROOKLYN,,,,BROOKLYN,2019-03-14T00:00:00.000,16 BROOKLYN,General Construction/Plumbing,2019-01-18T13:38:58.000,,,Fence - None/Inadequate,,N/A,370 MARION STREET,11233,,,40.681322394175076,"{'type': 'Point', 'coordinates': [-73.9148646867, 40.681322394175]}",,-73.91486468669994,UNKNOWN,BROOKLYN,Unspecified,2019-03-14T00:00:00.000,The Department of Buildings investigated this complaint and determined that no further action was necessary.,,Closed,MARION STREET,,,41463328,,1007863,187512
3584,ADDRESS,DEP,Department of Environmental Protection,3074150043,BROOKLYN,,,,BROOKLYN,2019-01-18T19:20:00.000,15 BROOKLYN,Water System,2019-01-18T13:39:00.000,AVENUE X,AVENUE Y,Hydrant Leaking (WC1),,N/A,2481 EAST   13 STREET,11235,,,40.590070561498536,"{'type': 'Point', 'coordinates': [-73.956635394313, 40.590070561499]}",,-73.95663539431251,PHONE,BROOKLYN,Unspecified,2019-01-18T19:20:00.000,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",,Closed,EAST   13 STREET,,,41457721,,996294,154258
3585,,HRA,HRA Benefit Card Replacement,,Unspecified,,,,,2019-01-18T13:40:02.000,0 Unspecified,Benefit Card Replacement,2019-01-18T13:39:12.000,,,Medicaid,,N/A,,,,,,,NYC Street Address,,ONLINE,Unspecified,Unspecified,,"The Human Resources Administration received your request. If you are eligible for a benefit card replacement, you will receive it in 7 to 10 business days. No further updates will be available by calling 311 or on 311 Online.",,Closed,,,,41458917,,,
3586,ADDRESS,DOF,Condo or CoOp Unit,4014720011,QUEENS,,,,JACKSON HEIGHTS,2019-01-19T11:23:22.000,03 QUEENS,DOF Property - Reduction Issue,2019-01-18T13:39:20.000,,,Condo or Co-op Abatement,2019-01-25T13:39:20.000,N/A,,11372,,,,,Co-Op Unit,,PHONE,QUEENS,Unspecified,2019-01-19T11:23:22.000,See notes.,,Closed,,,,41460819,,,
3587,ADDRESS,DOF,Personal Exemption Unit,2041320004,BRONX,,,,BRONX,2019-01-19T12:17:03.000,11 BRONX,DOF Property - Reduction Issue,2019-01-18T13:39:28.000,,,Personal SCHE Exemption,2019-01-23T13:39:28.000,N/A,,10461,,,,,"1-, 2- and 3- Family Home",,PHONE,BRONX,Unspecified,2019-01-19T12:17:03.000,See notes.,,Closed,,,,41457937,,,
3588,ADDRESS,HPD,Department of Housing Preservation and Development,5016750002,STATEN ISLAND,,,,STATEN ISLAND,2019-02-14T08:52:20.000,01 STATEN ISLAND,UNSANITARY CONDITION,2019-01-18T13:39:50.000,,,MOLD,,N/A,4 LUDWIG LANE,10303,,,40.62198495342983,"{'type': 'Point', 'coordinates': [-74.158372421381, 40.62198495343]}",RESIDENTIAL BUILDING,-74.1583724213808,PHONE,STATEN ISLAND,Unspecified,2019-02-14T08:52:20.000,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",,Closed,LUDWIG LANE,,,41696811,,940285,165922
3589,ADDRESS,HPD,Department of Housing Preservation and Development,5016750002,STATEN ISLAND,,,,STATEN ISLAND,2019-02-14T08:52:20.000,01 STATEN ISLAND,PLUMBING,2019-01-18T13:39:50.000,,,BATHTUB/SHOWER,,N/A,4 LUDWIG LANE,10303,,,40.62198495342983,"{'type': 'Point', 'coordinates': [-74.158372421381, 40.62198495343]}",RESIDENTIAL BUILDING,-74.1583724213808,PHONE,STATEN ISLAND,Unspecified,2019-02-14T08:52:20.000,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",,Closed,LUDWIG LANE,,,41698374,,940285,165922
3590,ADDRESS,HPD,Department of Housing Preservation and Development,5016750002,STATEN ISLAND,,,,STATEN ISLAND,2019-02-14T08:52:20.000,01 STATEN ISLAND,PAINT/PLASTER,2019-01-18T13:39:50.000,,,CEILING,,N/A,4 LUDWIG LANE,10303,,,40.62198495342983,"{'type': 'Point', 'coordinates': [-74.158372421381, 40.62198495343]}",RESIDENTIAL BUILDING,-74.1583724213808,PHONE,STATEN ISLAND,Unspecified,2019-02-14T08:52:20.000,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",,Closed,LUDWIG LANE,,,41702462,,940285,165922
3591,ADDRESS,HPD,Department of Housing Preservation and Development,5016750002,STATEN ISLAND,,,,STATEN ISLAND,2019-02-14T08:52:20.000,01 STATEN ISLAND,UNSANITARY CONDITION,2019-01-18T13:39:50.000,,,MOLD,,N/A,4 LUDWIG LANE,10303,,,40.62198495342983,"{'type': 'Point', 'coordinates': [-74.158372421381, 40.62198495343]}",RESIDENTIAL BUILDING,-74.1583724213808,PHONE,STATEN ISLAND,Unspecified,2019-02-14T08:52:20.000,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",,Closed,LUDWIG LANE,,,41707434,,940285,165922
3592,ADDRESS,HPD,Department of Housing Preservation and Development,5016750002,STATEN ISLAND,,,,STATEN ISLAND,2019-02-14T08:52:20.000,01 STATEN ISLAND,PLUMBING,2019-01-18T13:39:50.000,,,BASIN/SINK,,N/A,4 LUDWIG LANE,10303,,,40.62198495342983,"{'type': 'Point', 'coordinates': [-74.158372421381, 40.62198495343]}",RESIDENTIAL BUILDING,-74.1583724213808,PHONE,STATEN ISLAND,Unspecified,2019-02-14T08:52:20.000,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",,Closed,LUDWIG LANE,,,41711049,,940285,165922
3593,ADDRESS,HPD,Department of Housing Preservation and Development,5016750002,STATEN ISLAND,,,,STATEN ISLAND,2019-02-14T08:52:20.000,01 STATEN ISLAND,PLUMBING,2019-01-18T13:39:50.000,,,TOILET,,N/A,4 LUDWIG LANE,10303,,,40.62198495342983,"{'type': 'Point', 'coordinates': [-74.158372421381, 40.62198495343]}",RESIDENTIAL BUILDING,-74.1583724213808,PHONE,STATEN ISLAND,Unspecified,2019-02-14T08:52:20.000,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",,Closed,LUDWIG LANE,,,41711093,,940285,165922
