,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_name,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,latitude,location,location_type,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_pick_up_location,unique_key,x_coordinate_state_plane,y_coordinate_state_plane
3679,ADDRESS,HPD,Department of Housing Preservation and Development,3046910054,BROOKLYN,,,,BROOKLYN,2019-01-31T18:02:51.000,17 BROOKLYN,GENERAL,2019-01-27T16:02:44.000,,,CABINET,,N/A,491 EAST   94 STREET,11212,,,40.65528749956645,"{'type': 'Point', 'coordinates': [-73.917712663629, 40.655287499566]}",RESIDENTIAL BUILDING,-73.91771266362917,PHONE,BROOKLYN,Unspecified,2019-01-31T18:02:51.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,,Closed,EAST   94 STREET,,41574909,1007082,178026
3680,ADDRESS,HPD,Department of Housing Preservation and Development,3046910054,BROOKLYN,,,,BROOKLYN,2019-01-31T18:02:51.000,17 BROOKLYN,PLUMBING,2019-01-27T16:02:44.000,,,BASIN/SINK,,N/A,491 EAST   94 STREET,11212,,,40.65528749956645,"{'type': 'Point', 'coordinates': [-73.917712663629, 40.655287499566]}",RESIDENTIAL BUILDING,-73.91771266362917,PHONE,BROOKLYN,Unspecified,2019-01-31T18:02:51.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,,Closed,EAST   94 STREET,,41576299,1007082,178026
3681,ADDRESS,HPD,Department of Housing Preservation and Development,3046910054,BROOKLYN,,,,BROOKLYN,2019-01-31T18:02:52.000,17 BROOKLYN,FLOORING/STAIRS,2019-01-27T16:02:44.000,,,FLOOR,,N/A,491 EAST   94 STREET,11212,,,40.65528749956645,"{'type': 'Point', 'coordinates': [-73.917712663629, 40.655287499566]}",RESIDENTIAL BUILDING,-73.91771266362917,PHONE,BROOKLYN,Unspecified,2019-01-31T18:02:52.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,Closed,EAST   94 STREET,,41576406,1007082,178026
3682,ADDRESS,DOB,Department of Buildings,1019880098,MANHATTAN,,,,NEW YORK,2019-01-30T00:00:00.000,09 MANHATTAN,Boilers,2019-01-27T16:02:48.000,,,Boiler - Defective/Inoperative/No Permit,,N/A,509 WEST  135 STREET,10031,,,40.81918540590982,"{'type': 'Point', 'coordinates': [-73.952768411455, 40.81918540591]}",,-73.95276841145517,UNKNOWN,MANHATTAN,Unspecified,2019-01-30T00:00:00.000,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,,Closed,WEST  135 STREET,,41535506,997323,237732
3683,ADDRESS,DSNY,Department of Sanitation,4054040008,QUEENS,,,,Flushing,2019-01-29T00:00:00.000,07 QUEENS,Request Large Bulky Item Collection,2019-01-27T16:03:00.000,147 STREET,149 STREET,Request Large Bulky Item Collection,,N/A,147-30 CHERRY AVENUE,11355,,,40.75756313911578,"{'type': 'Point', 'coordinates': [-73.815839672028, 40.757563139116]}",Sidewalk,-73.81583967202836,PHONE,QUEENS,Unspecified,2019-01-29T00:00:00.000,,,Closed,CHERRY AVENUE,,41533446,1035270,215331
3684,ADDRESS,DSNY,Department of Sanitation,3028577503,BROOKLYN,,,,BROOKLYN,2019-01-29T00:00:00.000,01 BROOKLYN,Request Large Bulky Item Collection,2019-01-27T16:03:00.000,FROST STREET,RICHARDSON STREET,Request Large Bulky Item Collection,,N/A,75 KINGSLAND AVENUE,11211,,,40.71887870202355,"{'type': 'Point', 'coordinates': [-73.940538008697, 40.718878702024]}",Sidewalk,-73.94053800869686,PHONE,BROOKLYN,Unspecified,2019-01-29T00:00:00.000,,,Closed,KINGSLAND AVENUE,,41534458,1000733,201189
3685,ADDRESS,DSNY,BCC - Queens West,4035740029,QUEENS,,,,Ridgewood,2019-01-27T16:03:00.000,05 QUEENS,Derelict Vehicles,2019-01-27T16:03:00.000,ONDERDONK AVENUE,FOREST AVENUE,14 Derelict Vehicles,,DSNY Garage,58-10 MYRTLE AVENUE,11385,,,40.700486364148844,"{'type': 'Point', 'coordinates': [-73.901106736926, 40.700486364149]}",Street,-73.90110673692637,MOBILE,QUEENS,Unspecified,2019-01-27T16:03:00.000,The Department of Sanitation removed the items.,,Pending,MYRTLE AVENUE,,41542375,1011671,194498
3686,ADDRESS,NYPD,New York City Police Department,3074160062,BROOKLYN,,,,BROOKLYN,2019-01-27T18:05:38.000,15 BROOKLYN,Blocked Driveway,2019-01-27T16:03:26.000,AVENUE X,AVENUE Y,No Access,2019-01-28T00:03:26.000,Precinct,2441 EAST 14 STREET,11235,,,40.59118192161183,"{'type': 'Point', 'coordinates': [-73.955889353482, 40.591181921612]}",Street/Sidewalk,-73.95588935348181,ONLINE,BROOKLYN,Unspecified,2019-01-27T18:05:38.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,EAST 14 STREET,,41534772,996501,154663
3687,ADDRESS,NYPD,New York City Police Department,2026750001,BRONX,,,,BRONX,2019-01-27T18:16:47.000,01 BRONX,Noise - Residential,2019-01-27T16:03:31.000,UNION AVENUE,KELLY STREET,Banging/Pounding,2019-01-28T00:03:31.000,Precinct,835 EAST 152 STREET,10455,,,40.81524134500061,"{'type': 'Point', 'coordinates': [-73.904241835728, 40.815241345001]}",Residential Building/House,-73.90424183572789,PHONE,BRONX,Unspecified,2019-01-27T18:16:47.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,EAST 152 STREET,,41536486,1010756,236306
3688,ADDRESS,NYPD,New York City Police Department,2033110087,BRONX,,,,BRONX,2019-01-27T18:06:40.000,07 BRONX,Noise - Residential,2019-01-27T16:03:59.000,EAST 205 STREET,EAST 206 STREET,Banging/Pounding,2019-01-28T00:03:59.000,Precinct,3155 GRAND CONCOURSE,10468,,,40.87556453341452,"{'type': 'Point', 'coordinates': [-73.886111233912, 40.875564533415]}",Residential Building/House,-73.88611123391182,ONLINE,BRONX,Unspecified,2019-01-27T18:06:40.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,GRAND CONCOURSE,,41532125,1015746,258290
3689,ADDRESS,DEP,Department of Environmental Protection,2039310017,BRONX,,,,BRONX,2019-02-03T15:00:00.000,09 BRONX,Noise,2019-01-27T16:04:00.000,METROPOLITAN AVE,PUGSLEY AVE,Noise: Construction Equipment (NC1),,N/A,1930 MC GRAW AVENUE,10462,,,40.83472758748245,"{'type': 'Point', 'coordinates': [-73.860042820985, 40.834727587482]}",,-73.86004282098534,PHONE,BRONX,Unspecified,2019-02-03T15:00:00.000,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",,Closed,MC GRAW AVENUE,,41534017,1022979,243422
3690,ADDRESS,DSNY,Department of Sanitation,4024860016,QUEENS,,,,Maspeth,2019-02-17T00:00:00.000,05 QUEENS,Request Large Bulky Item Collection,2019-01-27T16:05:00.000,73 STREET,74 STREET,Request Large Bulky Item Collection,,N/A,73-28 52 AVENUE,11378,,,40.733802862552515,"{'type': 'Point', 'coordinates': [-73.889658721317, 40.733802862553]}",Sidewalk,-73.88965872131709,PHONE,QUEENS,Unspecified,2019-02-17T00:00:00.000,,,Closed,52 AVENUE,,41531615,1014830,206640
3691,ADDRESS,HPD,Department of Housing Preservation and Development,3024360010,BROOKLYN,,,,BROOKLYN,2019-01-28T21:32:24.000,01 BROOKLYN,HEAT/HOT WATER,2019-01-27T16:05:09.000,,,APARTMENT ONLY,,N/A,308 SOUTH    3 STREET,11211,,,40.709736951265974,"{'type': 'Point', 'coordinates': [-73.954945225596, 40.709736951266]}",RESIDENTIAL BUILDING,-73.95494522559636,PHONE,BROOKLYN,Unspecified,2019-01-28T21:32:24.000,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",,Closed,SOUTH    3 STREET,,41546698,996741,197856
3692,ADDRESS,NYPD,New York City Police Department,3030090023,BROOKLYN,,,,BROOKLYN,2019-01-27T20:18:49.000,01 BROOKLYN,Noise - Commercial,2019-01-27T16:05:33.000,THAMES STREET,GRATTAN STREET,Loud Music/Party,2019-01-28T00:05:33.000,Precinct,34 PORTER AVENUE,11237,,,40.70594395708019,"{'type': 'Point', 'coordinates': [-73.92839471606, 40.70594395708]}",Store/Commercial,-73.92839471606024,MOBILE,BROOKLYN,Unspecified,2019-01-27T20:18:49.000,The Police Department responded to the complaint and determined that police action was not necessary.,,Closed,PORTER AVENUE,,41537546,1004103,196479
3693,ADDRESS,HPD,Department of Housing Preservation and Development,1019880098,MANHATTAN,,,,NEW YORK,2019-01-27T18:05:40.000,09 MANHATTAN,HEAT/HOT WATER,2019-01-27T16:05:47.000,,,ENTIRE BUILDING,,N/A,509 WEST  135 STREET,10031,,,40.81918540590982,"{'type': 'Point', 'coordinates': [-73.952768411455, 40.81918540591]}",RESIDENTIAL BUILDING,-73.95276841145517,PHONE,MANHATTAN,Unspecified,2019-01-27T18:05:40.000,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,,Closed,WEST  135 STREET,,41534329,997323,237732
3694,ADDRESS,DOB,Department of Buildings,2037590068,BRONX,,,,BRONX,2019-02-06T00:00:00.000,09 BRONX,Electrical,2019-01-27T16:05:54.000,,,Electrical Wiring Defective/Exposed,,N/A,1115 VIRGINIA AVENUE,10472,,,40.82891398186597,"{'type': 'Point', 'coordinates': [-73.859798495007, 40.828913981866]}",,-73.85979849500687,UNKNOWN,BRONX,Unspecified,2019-02-06T00:00:00.000,The Department of Buildings investigated this complaint and determined that no further action was necessary.,,Closed,VIRGINIA AVENUE,,41535579,1023050,241304
3695,ADDRESS,DSNY,Department of Sanitation,3059550017,BROOKLYN,,,,BROOKLYN,2019-02-02T00:00:00.000,10 BROOKLYN,Request Large Bulky Item Collection,2019-01-27T16:06:00.000,10 AVENUE,11 AVENUE,Request Large Bulky Item Collection,,N/A,1024 76 STREET,11228,,,40.6232734507542,"{'type': 'Point', 'coordinates': [-74.013984152759, 40.623273450754]}",Sidewalk,-74.01398415275949,PHONE,BROOKLYN,Unspecified,2019-02-02T00:00:00.000,,,Closed,76 STREET,,41533347,980368,166352
3696,ADDRESS,DEP,Department of Environmental Protection,5010870016,STATEN ISLAND,,,,STATEN ISLAND,2019-01-28T01:15:00.000,01 STATEN ISLAND,Sewer,2019-01-27T16:06:00.000,TREADWELL AVE,NICHOLAS AVE,Sewer Backup (Use Comments) (SA),,N/A,151 HARRISON AVENUE,10302,,,40.63687801136375,"{'type': 'Point', 'coordinates': [-74.139444936663, 40.636878011364]}",,-74.13944493666314,PHONE,STATEN ISLAND,Unspecified,2019-01-28T01:15:00.000,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,,Closed,HARRISON AVENUE,,41534059,945548,171339
3697,ADDRESS,DSNY,Department of Sanitation,2030370108,BRONX,,,,BRONX,2019-01-29T00:00:00.000,06 BRONX,Request Large Bulky Item Collection,2019-01-27T16:06:00.000,PARK AVENUE,WASHINGTON AVENUE,Request Large Bulky Item Collection,,N/A,457 EAST  181 STREET,10457,,,40.85251540949326,"{'type': 'Point', 'coordinates': [-73.895733334216, 40.852515409493]}",Sidewalk,-73.89573333421605,PHONE,BRONX,Unspecified,2019-01-29T00:00:00.000,,,Closed,EAST  181 STREET,,41535455,1013095,249889
3698,ADDRESS,DOHMH,Department of Health and Mental Hygiene,1011660024,MANHATTAN,,,,NEW YORK,2019-03-29T06:10:14.000,07 MANHATTAN,Food Establishment,2019-01-27T16:06:14.000,WEST 74 STREET,WEST 75 STREET,Food Spoiled,2019-03-28T16:06:14.000,N/A,2131 BROADWAY,10023,,,40.780720742519044,"{'type': 'Point', 'coordinates': [-73.981407867123, 40.780720742519]}",Restaurant/Bar/Deli/Bakery,-73.98140786712331,PHONE,MANHATTAN,Unspecified,2019-03-29T06:10:14.000,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after your initial complaint, please make a new complaint.",,Closed,BROADWAY,,41532113,989399,223715
3699,ADDRESS,NYPD,New York City Police Department,4088960012,QUEENS,,,,WOODHAVEN,2019-01-27T18:52:07.000,09 QUEENS,Blocked Driveway,2019-01-27T16:06:29.000,ELDERT LANE,75 STREET,No Access,2019-01-28T00:06:29.000,Precinct,74-26 88 AVENUE,11421,,,40.6892067792109,"{'type': 'Point', 'coordinates': [-73.867087645782, 40.689206779211]}",Street/Sidewalk,-73.86708764578201,PHONE,QUEENS,Unspecified,2019-01-27T18:52:07.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,88 AVENUE,,41537377,1021110,190401
3700,ADDRESS,NYPD,New York City Police Department,2024720011,BRONX,,,,BRONX,2019-01-27T18:17:47.000,04 BRONX,Noise - Residential,2019-01-27T16:06:41.000,EAST 165 STREET,EAST 166 STREET,Loud Television,2019-01-28T00:06:41.000,Precinct,1075 GRAND CONCOURSE,10452,,,40.831447302010204,"{'type': 'Point', 'coordinates': [-73.920161621154, 40.83144730201]}",Residential Building/House,-73.92016162115374,ONLINE,BRONX,Unspecified,2019-01-27T18:17:47.000,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,,Closed,GRAND CONCOURSE,,41536770,1006344,242206
3701,ADDRESS,NYPD,New York City Police Department,1004810032,MANHATTAN,,,,NEW YORK,2019-01-27T18:07:41.000,02 MANHATTAN,Noise - Residential,2019-01-27T16:07:05.000,MULBERRY STREET,CLEVELAND PLACE,Banging/Pounding,2019-01-28T00:07:05.000,Precinct,86 KENMARE STREET,10012,,,40.72120509742076,"{'type': 'Point', 'coordinates': [-73.996706261667, 40.721205097421]}",Residential Building/House,-73.99670626166723,MOBILE,MANHATTAN,Unspecified,2019-01-27T18:07:41.000,The Police Department responded to the complaint and determined that police action was not necessary.,,Closed,KENMARE STREET,,41532907,985163,202031
3702,ADDRESS,NYPD,New York City Police Department,1021690042,MANHATTAN,,,,NEW YORK,2019-01-27T23:26:16.000,12 MANHATTAN,Noise - Residential,2019-01-27T16:07:26.000,ST NICHOLAS AVENUE,WADSWORTH AVENUE,Banging/Pounding,2019-01-28T00:07:26.000,Precinct,609 WEST 191 STREET,10040,,,40.85567264311442,"{'type': 'Point', 'coordinates': [-73.929419205126, 40.855672643114]}",Residential Building/House,-73.92941920512644,PHONE,MANHATTAN,Unspecified,2019-01-27T23:26:16.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,WEST 191 STREET,,41533839,1003775,251030
3703,ADDRESS,DOT,Department of Transportation,3016230046,BROOKLYN,,,,BROOKLYN,2019-01-28T11:09:00.000,03 BROOKLYN,Street Condition,2019-01-27T16:07:49.000,GREENE AVENUE,LEXINGTON AVENUE,Pothole,,N/A,1276 BROADWAY,11221,,,40.69098534997185,"{'type': 'Point', 'coordinates': [-73.924685817807, 40.690985349972]}",,-73.92468581780712,UNKNOWN,BROOKLYN,Unspecified,2019-01-28T11:09:00.000,The Department of Transportation inspected this complaint and did not find the reported problem.,,Closed,BROADWAY,,41547209,1005136,191030
3704,INTERSECTION,DEP,Department of Environmental Protection,,MANHATTAN,,,,NEW YORK,2019-03-29T11:45:00.000,05 MANHATTAN,Sewer,2019-01-27T16:08:00.000,6 AVE,W 39 ST,Catch Basin Clogged/Flooding (Use Comments) (SC),,N/A,,10018,6 AVENUE,WEST 39 STREET,40.75293631584285,"{'type': 'Point', 'coordinates': [-73.985486932512, 40.752936315843]}",,-73.98548693251183,PHONE,MANHATTAN,Unspecified,2019-03-29T11:45:00.000,"The Department of Environmental Protection inspected your complaint and determined that the catch basin is now functioning properly.  If the condition returns, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",,Closed,,,41538483,988271,213592
3705,ADDRESS,DSNY,Department of Sanitation,2055010040,BRONX,,,,BRONX,2019-01-29T00:00:00.000,10 BRONX,Request Large Bulky Item Collection,2019-01-27T16:08:00.000,HARDING AVENUE,LAWTON AVENUE,Request Large Bulky Item Collection,,N/A,196 KEARNEY AVENUE,10465,,,40.817355729561235,"{'type': 'Point', 'coordinates': [-73.811494177093, 40.817355729561]}",Sidewalk,-73.81149417709285,PHONE,BRONX,Unspecified,2019-01-29T00:00:00.000,,,Closed,KEARNEY AVENUE,,41536312,1036427,237118
3706,ADDRESS,DSNY,Department of Sanitation,2026830124,BRONX,,,,BRONX,2019-01-29T00:00:00.000,02 BRONX,Request Large Bulky Item Collection,2019-01-27T16:08:00.000,BEND,AVENUE ST JOHN,Request Large Bulky Item Collection,,N/A,570 FOX STREET,10455,,,40.813439511787685,"{'type': 'Point', 'coordinates': [-73.902694622276, 40.813439511788]}",Sidewalk,-73.90269462227604,PHONE,BRONX,Unspecified,2019-01-29T00:00:00.000,,,Closed,FOX STREET,,41537227,1011185,235650
3707,ADDRESS,NYPD,New York City Police Department,3049640040,BROOKLYN,,,,BROOKLYN,2019-01-27T20:02:41.000,17 BROOKLYN,Noise - Residential,2019-01-27T16:08:01.000,NEWKIRK AVENUE,FOSTER AVENUE,Banging/Pounding,2019-01-28T00:08:01.000,Precinct,1366 NEW YORK AVENUE,11210,,,40.63963678332327,"{'type': 'Point', 'coordinates': [-73.945476531857, 40.639636783323]}",Residential Building/House,-73.94547653185677,PHONE,BROOKLYN,Unspecified,2019-01-27T20:02:41.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,NEW YORK AVENUE,,41538412,999382,172318
3708,ADDRESS,DOT,Department of Transportation,3016230041,BROOKLYN,,,,BROOKLYN,2019-01-27T16:08:25.000,03 BROOKLYN,Street Condition,2019-01-27T16:08:25.000,GREENE AVENUE,LEXINGTON AVENUE,Pothole,,N/A,1266 BROADWAY,11221,,,40.691119999132106,"{'type': 'Point', 'coordinates': [-73.924923659935, 40.691119999132]}",,-73.92492365993517,UNKNOWN,BROOKLYN,Unspecified,2019-01-27T16:08:25.000,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,,Closed,BROADWAY,,41543554,1005070,191079
3709,INTERSECTION,DOT,Department of Transportation,,QUEENS,,,,FOREST HILLS,2019-02-21T13:58:12.000,06 QUEENS,Street Condition,2019-01-27T16:08:33.000,,,Defective Hardware,2019-02-06T16:08:33.000,N/A,,11375,72 ROAD,AUSTIN STREET,40.71888937644035,"{'type': 'Point', 'coordinates': [-73.841588509193, 40.71888937644]}",Street,-73.84158850919346,PHONE,QUEENS,Unspecified,2019-02-21T13:58:12.000,The City inspected the condition you reported and asked the Department of Environmental Protection to address the issue.,,Closed,,,41535952,1028162,201227
3710,BLOCKFACE,NYPD,New York City Police Department,,BROOKLYN,,,,BROOKLYN,2019-01-27T19:30:26.000,17 BROOKLYN,Illegal Parking,2019-01-27T16:08:45.000,FOSTER AVENUE,AVENUE D,Posted Parking Sign Violation,2019-01-28T00:08:45.000,Precinct,KINGS HIGHWAY,11203,,,40.640185659585576,"{'type': 'Point', 'coordinates': [-73.925726833492, 40.640185659586]}",Street/Sidewalk,-73.92572683349246,PHONE,BROOKLYN,Unspecified,2019-01-27T19:30:26.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,KINGS HIGHWAY,,41534598,1004863,172522
3711,ADDRESS,DOT,Department of Transportation,3032930066,BROOKLYN,,,,BROOKLYN,2019-01-27T16:08:58.000,04 BROOKLYN,Street Condition,2019-01-27T16:08:58.000,GREENE AVENUE,LEXINGTON AVENUE,Pothole,,N/A,1267 BROADWAY,11221,,,40.691117226126295,"{'type': 'Point', 'coordinates': [-73.924880391383, 40.691117226126]}",,-73.92488039138297,UNKNOWN,BROOKLYN,Unspecified,2019-01-27T16:08:58.000,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,,Closed,BROADWAY,,41545987,1005082,191078
3712,ADDRESS,DEP,Department of Environmental Protection,5007310009,STATEN ISLAND,,,,STATEN ISLAND,2019-01-28T07:12:00.000,01 STATEN ISLAND,Water System,2019-01-27T16:09:00.000,PURDY AVE,N GANNON AVE,Leak (Use Comments) (WA2),,N/A,86 BRADLEY AVENUE,10314,,,40.60987769725643,"{'type': 'Point', 'coordinates': [-74.132286207448, 40.609877697256]}",,-74.1322862074478,PHONE,STATEN ISLAND,Unspecified,2019-01-28T07:12:00.000,The Department of Environmental Protection investigated this complaint and determined it is an inside condition within the complainant's property.,,Closed,BRADLEY AVENUE,,41536815,947520,161499
3713,ADDRESS,NYPD,New York City Police Department,3058410134,BROOKLYN,,,,BROOKLYN,2019-01-27T17:52:30.000,10 BROOKLYN,Blocked Driveway,2019-01-27T16:09:16.000,RIDGE BOULEVARD,3 AVENUE,No Access,2019-01-28T00:09:16.000,Precinct,266 WAKEMAN PLACE,11220,,,40.63851330300859,"{'type': 'Point', 'coordinates': [-74.025420074809, 40.638513303009]}",Street/Sidewalk,-74.02542007480922,ONLINE,BROOKLYN,Unspecified,2019-01-27T17:52:30.000,The Police Department issued a summons in response to the complaint.,,Closed,WAKEMAN PLACE,,41538268,977195,171905
3714,ADDRESS,NYPD,New York City Police Department,1021700512,MANHATTAN,,,,NEW YORK,2019-01-27T20:29:55.000,12 MANHATTAN,Noise - Residential,2019-01-27T16:09:29.000,FAIRVIEW AVENUE,WEST 193 STREET,Loud Music/Party,2019-01-28T00:09:29.000,Precinct,19 BROADWAY TERRACE,10040,,,40.85746599371862,"{'type': 'Point', 'coordinates': [-73.931174187935, 40.857465993719]}",Residential Building/House,-73.93117418793496,ONLINE,MANHATTAN,Unspecified,2019-01-27T20:29:55.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,BROADWAY TERRACE,,41538243,1003289,251683
3715,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,,,,NEW YORK,2019-01-27T19:24:22.000,03 MANHATTAN,Traffic,2019-01-27T16:09:34.000,,,Congestion/Gridlock,2019-01-28T00:09:34.000,Precinct,,10002,DELANCY STREET,CHRYSTIE STREET,40.71997252866537,"{'type': 'Point', 'coordinates': [-73.99289676797, 40.719972528665]}",Street/Sidewalk,-73.99289676796991,PHONE,MANHATTAN,Unspecified,2019-01-27T19:24:22.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,,,41532798,986219,201582
3716,ADDRESS,HPD,Department of Housing Preservation and Development,3008460046,BROOKLYN,,,,BROOKLYN,2019-01-29T07:58:58.000,07 BROOKLYN,HEAT/HOT WATER,2019-01-27T16:09:40.000,,,APARTMENT ONLY,,N/A,365 58 STREET,11220,,,40.64243700763076,"{'type': 'Point', 'coordinates': [-74.017969860622, 40.642437007631]}",RESIDENTIAL BUILDING,-74.0179698606225,ONLINE,BROOKLYN,Unspecified,2019-01-29T07:58:58.000,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",,Closed,58 STREET,,41551105,979263,173334
3717,ADDRESS,DOB,Department of Buildings,5000270021,STATEN ISLAND,,,,STATEN ISLAND,2019-01-28T00:00:00.000,01 STATEN ISLAND,Building/Use,2019-01-27T16:09:45.000,,,Illegal Conversion Of Residential Building/Space,,N/A,36 SHERMAN AVENUE,10301,,,40.640493842731196,"{'type': 'Point', 'coordinates': [-74.081256583377, 40.640493842731]}",,-74.08125658337654,UNKNOWN,STATEN ISLAND,Unspecified,2019-01-28T00:00:00.000,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",,Closed,SHERMAN AVENUE,,41538124,961699,172636
3718,ADDRESS,HPD,Department of Housing Preservation and Development,2030300136,BRONX,,,,BRONX,2019-01-30T02:08:09.000,06 BRONX,HEAT/HOT WATER,2019-01-27T16:09:45.000,,,ENTIRE BUILDING,,N/A,405 EAST  182 STREET,10457,,,40.85483514088719,"{'type': 'Point', 'coordinates': [-73.896239391546, 40.854835140887]}",RESIDENTIAL BUILDING,-73.89623939154568,MOBILE,BRONX,Unspecified,2019-01-30T02:08:09.000,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",,Closed,EAST  182 STREET,,41565626,1012954,250734
3719,ADDRESS,DOT,Department of Transportation,3016230036,BROOKLYN,,,,BROOKLYN,2019-01-27T16:09:50.000,03 BROOKLYN,Street Condition,2019-01-27T16:09:50.000,GREENE AVENUE,LEXINGTON AVENUE,Pothole,,N/A,1254 BROADWAY,11221,,,40.69127938353262,"{'type': 'Point', 'coordinates': [-73.925211959003, 40.691279383533]}",,-73.92521195900312,UNKNOWN,BROOKLYN,Unspecified,2019-01-27T16:09:50.000,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,,Closed,BROADWAY,,41544811,1004990,191137
3720,ADDRESS,NYPD,New York City Police Department,4158920001,QUEENS,,,,ARVERNE,2019-01-27T16:35:50.000,14 QUEENS,Noise - Residential,2019-01-27T16:10:23.000,ARVERNE BOULEVARD,BEACH CHANNEL DRIVE,Loud Talking,2019-01-28T00:10:23.000,Precinct,353 BEACH 54 STREET,11692,,,40.593815343719804,"{'type': 'Point', 'coordinates': [-73.78443565634, 40.59381534372]}",Residential Building/House,-73.7844356563401,PHONE,QUEENS,Unspecified,2019-01-27T16:35:50.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,BEACH 54 STREET,,41534820,1044117,155693
3721,INTERSECTION,NYPD,New York City Police Department,,BROOKLYN,,,,BROOKLYN,2019-01-27T16:55:57.000,05 BROOKLYN,Noise - Vehicle,2019-01-27T16:10:35.000,,,Engine Idling,2019-01-28T00:10:35.000,Precinct,,11207,SUTTER AVENUE,BARBEY STREET,40.67059374027699,"{'type': 'Point', 'coordinates': [-73.886965917112, 40.670593740277]}",Street/Sidewalk,-73.88696591711197,PHONE,BROOKLYN,Unspecified,2019-01-27T16:55:57.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,,,41537317,1015606,183612
3722,ADDRESS,DOB,Department of Buildings,2037840021,BRONX,,,,BRONX,2019-03-13T00:00:00.000,09 BRONX,Elevator,2019-01-27T16:10:45.000,,,Elevator - Single Device On Property/No Alternate Service,,N/A,1750 EAST  172 STREET,10472,,,40.83262456596203,"{'type': 'Point', 'coordinates': [-73.868900675432, 40.832624565962]}",,-73.86890067543244,UNKNOWN,BRONX,Unspecified,2019-03-13T00:00:00.000,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",,Closed,EAST  172 STREET,,41801390,1020529,242652
3723,INTERSECTION,DOT,Department of Transportation,,QUEENS,,,,Rockaway Park,2019-01-27T17:20:00.000,14 QUEENS,Traffic Signal Condition,2019-01-27T16:11:00.000,,,Controller,,N/A,,11694,BEACH CHANNEL DRIVE,BEACH 104 STREET,40.58499843842262,"{'type': 'Point', 'coordinates': [-73.826212621312, 40.584998438423]}",,-73.8262126213119,UNKNOWN,QUEENS,Unspecified,2019-01-27T17:20:00.000,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",,Closed,,,41537728,1032521,152455
